event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,,2023-05-04 00:00:26,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,,2023-05-04 00:00:54,P1
Task 2,,,,,,,,2023-05-04 00:00:57,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,male,2023-05-04 00:01:00,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,female,2023-05-04 00:01:01,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,male,2023-05-04 00:01:02,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,,2023-05-04 00:01:06,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,female,2023-05-04 00:01:06,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828653,,,,2017,Norrk?ping,male,2023-05-04 00:01:07,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146828499,,,,,,,2023-05-04 00:01:12,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146828497,,,,2017,,,2023-05-04 00:01:12,P1
DataViewCreated,DataView_2146828455,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:01:12,P1
DataViewCreated,DataView_2146828454,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:01:12,P1
DataViewCreated,DataView_2146828453,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:01:12,P1
DataViewCreated,DataView_2146828452,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:01:12,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828497,,,,2017,Norrk?ping,,2023-05-04 00:01:15,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146828497,,,,2017,Norrk?ping,female,2023-05-04 00:01:18,P1
Task 3,,,,,,,,2023-05-04 00:01:56,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146828499,,,,,,,2023-05-04 00:02:12,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146828497,,,,,,,2023-05-04 00:02:12,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146828655,,,,,,,2023-05-04 00:02:13,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146828653,,,,,,,2023-05-04 00:02:13,P1
DataViewDestroyed,DataView_2146828888,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:02:29,P1
DataViewCreated,DataView_2146828335,AverageIncome-County,AverageIncome,"[County, Year]",,,,2023-05-04 00:02:29,P1
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:02:29,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146828884,,,,,,,2023-05-04 00:02:29,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146828331,,,,,,,2023-05-04 00:02:29,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146828329,,,,2017,,,2023-05-04 00:02:29,P1
DataViewCreated,DataView_2146828266,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:29,P1
DataViewCreated,DataView_2146828265,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:29,P1
DataViewCreated,DataView_2146828264,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:29,P1
DataViewCreated,DataView_2146828263,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:29,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146828125,,,,,,,2023-05-04 00:02:36,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146828123,,,,2017,,,2023-05-04 00:02:36,P1
DataViewCreated,DataView_2146828081,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:36,P1
DataViewCreated,DataView_2146828080,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:36,P1
DataViewCreated,DataView_2146828079,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:36,P1
DataViewCreated,DataView_2146828078,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:36,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146828125,,,,,,,2023-05-04 00:02:39,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146828123,,,,,,,2023-05-04 00:02:39,P1
DataViewDestroyed,DataView_2146828335,AverageIncome-County,AverageIncome,[],,,,2023-05-04 00:02:43,P1
DataViewCreated,DataView_2146827966,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:02:43,P1
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:02:43,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146828331,,,,,,,2023-05-04 00:02:43,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146827962,,,,,,,2023-05-04 00:02:43,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146827960,,,,2017,,,2023-05-04 00:02:43,P1
DataViewCreated,DataView_2146827582,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:43,P1
DataViewCreated,DataView_2146827581,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:43,P1
DataViewCreated,DataView_2146827580,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:43,P1
DataViewCreated,DataView_2146827579,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:43,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146827431,,,,,,,2023-05-04 00:03:10,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146827429,,,,2017,,,2023-05-04 00:03:10,P1
DataViewCreated,DataView_2146827387,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:10,P1
DataViewCreated,DataView_2146827386,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:10,P1
DataViewCreated,DataView_2146827385,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:10,P1
DataViewCreated,DataView_2146827384,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:10,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146827276,,,,,,,2023-05-04 00:03:11,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,,,2023-05-04 00:03:11,P1
DataViewCreated,DataView_2146827232,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:11,P1
DataViewCreated,DataView_2146827231,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:11,P1
DataViewCreated,DataView_2146827230,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:11,P1
DataViewCreated,DataView_2146827229,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:11,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146827121,,,,,,,2023-05-04 00:03:15,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146827119,,,,2017,,,2023-05-04 00:03:15,P1
DataViewCreated,DataView_2146827077,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:15,P1
DataViewCreated,DataView_2146827076,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:15,P1
DataViewCreated,DataView_2146827075,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:15,P1
DataViewCreated,DataView_2146827074,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:15,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826966,,,,,,,2023-05-04 00:03:16,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826964,,,,2017,,,2023-05-04 00:03:16,P1
DataViewCreated,DataView_2146826922,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:16,P1
DataViewCreated,DataView_2146826921,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:16,P1
DataViewCreated,DataView_2146826920,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:16,P1
DataViewCreated,DataView_2146826919,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:16,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826811,,,,,,,2023-05-04 00:03:18,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826809,,,,2017,,,2023-05-04 00:03:18,P1
DataViewCreated,DataView_2146826767,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:18,P1
DataViewCreated,DataView_2146826766,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:18,P1
DataViewCreated,DataView_2146826765,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:18,P1
DataViewCreated,DataView_2146826764,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:18,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826656,,,,,,,2023-05-04 00:03:20,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826654,,,,2017,,,2023-05-04 00:03:20,P1
DataViewCreated,DataView_2146826612,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:20,P1
DataViewCreated,DataView_2146826611,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:20,P1
DataViewCreated,DataView_2146826610,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:20,P1
DataViewCreated,DataView_2146826609,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:20,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826501,,,,,,,2023-05-04 00:03:23,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826499,,,,2017,,,2023-05-04 00:03:23,P1
DataViewCreated,DataView_2146826457,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:23,P1
DataViewCreated,DataView_2146826456,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:23,P1
DataViewCreated,DataView_2146826455,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:23,P1
DataViewCreated,DataView_2146826454,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:23,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146827962,,,,,,,2023-05-04 00:03:59,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146827960,,,,,,,2023-05-04 00:03:59,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826342,,,,,,,2023-05-04 00:04:02,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826340,,,,2017,,,2023-05-04 00:04:02,P1
DataViewCreated,DataView_2146826298,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:02,P1
DataViewCreated,DataView_2146826297,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:02,P1
DataViewCreated,DataView_2146826296,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:02,P1
DataViewCreated,DataView_2146826295,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:02,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826187,,,,,,,2023-05-04 00:04:11,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826185,,,,2017,,,2023-05-04 00:04:11,P1
DataViewCreated,DataView_2146826143,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:11,P1
DataViewCreated,DataView_2146826142,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:11,P1
DataViewCreated,DataView_2146826141,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:11,P1
DataViewCreated,DataView_2146826140,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:11,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826187,,,,,,,2023-05-04 00:04:15,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826185,,,,,,,2023-05-04 00:04:15,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146826028,,,,,,,2023-05-04 00:04:16,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146826026,,,,2017,,,2023-05-04 00:04:16,P1
DataViewCreated,DataView_2146825984,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:16,P1
DataViewCreated,DataView_2146825983,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:16,P1
DataViewCreated,DataView_2146825982,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:16,P1
DataViewCreated,DataView_2146825981,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:16,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146825873,,,,,,,2023-05-04 00:04:19,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146825871,,,,2017,,,2023-05-04 00:04:19,P1
DataViewCreated,DataView_2146825829,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:19,P1
DataViewCreated,DataView_2146825828,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:19,P1
DataViewCreated,DataView_2146825827,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:19,P1
DataViewCreated,DataView_2146825826,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:19,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,Link?ping,,2023-05-04 00:04:43,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,Link?ping,,2023-05-04 00:04:45,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,Link?ping,,2023-05-04 00:04:47,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,Link?ping,,2023-05-04 00:04:48,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826964,,,,2017,Boxholm,,2023-05-04 00:05:21,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826964,,,,2017,Boxholm,female,2023-05-04 00:05:21,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826026,,,,2017,?desh?g,,2023-05-04 00:05:22,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826026,,,,2017,?desh?g,female,2023-05-04 00:05:23,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825871,,,,2017,S?derk?ping,,2023-05-04 00:05:25,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825871,,,,2017,S?derk?ping,female,2023-05-04 00:05:26,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826340,,,,2017,Motala,,2023-05-04 00:05:28,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826340,,,,2017,Motala,female,2023-05-04 00:05:28,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826026,,,,2017,?desh?g,,2023-05-04 00:05:37,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826026,,,,2017,?desh?g,female,2023-05-04 00:05:38,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,Link?ping,,2023-05-04 00:05:40,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827274,,,,2017,Link?ping,female,2023-05-04 00:05:41,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826654,,,,2017,Kinda,,2023-05-04 00:05:45,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826654,,,,2017,Kinda,female,2023-05-04 00:05:45,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826499,,,,2017,Mj?lby,,2023-05-04 00:05:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826499,,,,2017,Mj?lby,female,2023-05-04 00:05:47,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826809,,,,2017,Finsp?ng,,2023-05-04 00:05:49,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146826809,,,,2017,Finsp?ng,female,2023-05-04 00:05:49,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827429,,,,2017,Norrk?ping,,2023-05-04 00:05:52,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827429,,,,2017,Norrk?ping,female,2023-05-04 00:05:53,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827119,,,,2017,?tvidaberg,,2023-05-04 00:05:54,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146827119,,,,2017,?tvidaberg,female,2023-05-04 00:05:54,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146827121,,,,,,,2023-05-04 00:06:24,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146827119,,,,,,,2023-05-04 00:06:24,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146827431,,,,,,,2023-05-04 00:06:26,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146827429,,,,,,,2023-05-04 00:06:26,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826656,,,,,,,2023-05-04 00:06:27,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826654,,,,,,,2023-05-04 00:06:27,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826028,,,,,,,2023-05-04 00:06:28,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826026,,,,,,,2023-05-04 00:06:28,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826966,,,,,,,2023-05-04 00:06:28,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826964,,,,,,,2023-05-04 00:06:28,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826501,,,,,,,2023-05-04 00:06:29,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826499,,,,,,,2023-05-04 00:06:29,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826811,,,,,,,2023-05-04 00:06:30,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826809,,,,,,,2023-05-04 00:06:30,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146825873,,,,,,,2023-05-04 00:06:31,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146825871,,,,,,,2023-05-04 00:06:31,P1
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146826342,,,,,,,2023-05-04 00:06:31,P1
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146826340,,,,,,,2023-05-04 00:06:31,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146825668,,,,,,,2023-05-04 00:06:36,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146825666,,,,2017,,,2023-05-04 00:06:36,P1
DataViewCreated,DataView_2146825624,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:36,P1
DataViewCreated,DataView_2146825623,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:36,P1
DataViewCreated,DataView_2146825622,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:36,P1
DataViewCreated,DataView_2146825621,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:36,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146825513,,,,,,,2023-05-04 00:06:38,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2017,,,2023-05-04 00:06:38,P1
DataViewCreated,DataView_2146825469,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:38,P1
DataViewCreated,DataView_2146825468,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:38,P1
DataViewCreated,DataView_2146825467,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:38,P1
DataViewCreated,DataView_2146825466,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:38,P1
ActorSpawned,BP_RegionMarker3DWidgets_C_2146825358,,,,,,,2023-05-04 00:06:40,P1
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146825356,,,,2017,,,2023-05-04 00:06:40,P1
DataViewCreated,DataView_2146825314,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:40,P1
DataViewCreated,DataView_2146825313,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:40,P1
DataViewCreated,DataView_2146825312,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:40,P1
DataViewCreated,DataView_2146825311,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:40,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,1999,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2002,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2005,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2008,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2010,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2012,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2013,Valdemarsvik,,2023-05-04 00:06:42,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825356,,,,2017,Ydre,,2023-05-04 00:06:43,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825356,,,,2017,Ydre,female,2023-05-04 00:06:44,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825666,,,,2017,Vadstena,,2023-05-04 00:06:44,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825666,,,,2017,Vadstena,female,2023-05-04 00:06:45,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2006,Valdemarsvik,,2023-05-04 00:06:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2007,Valdemarsvik,,2023-05-04 00:06:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2008,Valdemarsvik,,2023-05-04 00:06:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2010,Valdemarsvik,,2023-05-04 00:06:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2012,Valdemarsvik,,2023-05-04 00:06:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2014,Valdemarsvik,,2023-05-04 00:06:46,P1
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146825511,,,,2017,Valdemarsvik,,2023-05-04 00:06:46,P1
