event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
DataViewCreated,DataView_2146757529,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:00:28,P5
DataViewCreated,DataView_2146757528,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:00:28,P5
DataViewCreated,DataView_2146757527,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:00:28,P5
DataViewCreated,DataView_2146757526,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:00:28,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2016,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2015,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2014,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2013,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2012,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2011,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2010,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2009,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2008,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2007,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2006,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2005,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2004,Norrk?ping,,2023-05-04 00:00:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2005,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2006,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2007,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2008,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2010,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2011,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2012,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2013,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2014,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2015,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2016,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2017,Norrk?ping,,2023-05-04 00:00:38,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2017,Norrk?ping,,2023-05-04 00:00:44,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757573,,,,,,,2023-05-04 00:00:59,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757571,,,,,,,2023-05-04 00:00:59,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757413,,,,,,,2023-05-04 00:01:12,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,,,2023-05-04 00:01:12,P5
DataViewCreated,DataView_2146757369,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:01:12,P5
DataViewCreated,DataView_2146757368,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:01:12,P5
DataViewCreated,DataView_2146757367,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:01:12,P5
DataViewCreated,DataView_2146757366,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:01:12,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,Norrk?ping,,2023-05-04 00:01:16,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,Norrk?ping,male,2023-05-04 00:01:19,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,Norrk?ping,female,2023-05-04 00:01:23,P5
Task 2,,,,,,,,2023-05-04 00:01:24,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757413,,,,,,,2023-05-04 00:02:04,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757411,,,,,,,2023-05-04 00:02:04,P5
Task 3,,,,,,,,2023-05-04 00:02:13,P5
DataViewDestroyed,DataView_2146757814,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:02:21,P5
DataViewCreated,DataView_2146757253,AverageIncome-County,AverageIncome,"[County, Year]",,,,2023-05-04 00:02:21,P5
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:02:21,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757252,,,,,,,2023-05-04 00:02:21,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757250,,,,2017,,,2023-05-04 00:02:21,P5
DataViewCreated,DataView_2146757187,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:21,P5
DataViewCreated,DataView_2146757186,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:21,P5
DataViewCreated,DataView_2146757185,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:21,P5
DataViewCreated,DataView_2146757184,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:21,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757016,,,,,,,2023-05-04 00:02:34,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757014,,,,2017,,,2023-05-04 00:02:34,P5
DataViewCreated,DataView_2146756972,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:34,P5
DataViewCreated,DataView_2146756971,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:34,P5
DataViewCreated,DataView_2146756970,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:34,P5
DataViewCreated,DataView_2146756969,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:34,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757016,,,,,,,2023-05-04 00:02:43,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757014,,,,,,,2023-05-04 00:02:43,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757252,,,,,,,2023-05-04 00:02:46,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757250,,,,,,,2023-05-04 00:02:46,P5
DataViewDestroyed,DataView_2146757253,AverageIncome-County,AverageIncome,[],,,,2023-05-04 00:02:49,P5
DataViewCreated,DataView_2146756853,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:02:49,P5
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:02:49,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146756852,,,,,,,2023-05-04 00:02:49,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146756850,,,,2017,,,2023-05-04 00:02:49,P5
DataViewCreated,DataView_2146756472,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:49,P5
DataViewCreated,DataView_2146756471,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:49,P5
DataViewCreated,DataView_2146756470,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:49,P5
DataViewCreated,DataView_2146756469,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:49,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146756301,,,,,,,2023-05-04 00:03:14,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146756299,,,,2017,,,2023-05-04 00:03:14,P5
DataViewCreated,DataView_2146756257,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:14,P5
DataViewCreated,DataView_2146756256,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:14,P5
DataViewCreated,DataView_2146756255,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:14,P5
DataViewCreated,DataView_2146756254,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:14,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146756301,,,,,,,2023-05-04 00:03:16,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146756299,,,,,,,2023-05-04 00:03:16,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146756142,,,,,,,2023-05-04 00:03:37,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146756140,,,,2017,,,2023-05-04 00:03:37,P5
DataViewCreated,DataView_2146756098,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:37,P5
DataViewCreated,DataView_2146756097,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:37,P5
DataViewCreated,DataView_2146756096,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:37,P5
DataViewCreated,DataView_2146756095,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:37,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146756140,,,,2017,?tvidaberg,,2023-05-04 00:03:41,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146756140,,,,2017,?tvidaberg,male,2023-05-04 00:03:43,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146756142,,,,,,,2023-05-04 00:03:53,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146756140,,,,,,,2023-05-04 00:03:53,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755982,,,,,,,2023-05-04 00:03:57,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755980,,,,2017,,,2023-05-04 00:03:57,P5
DataViewCreated,DataView_2146755938,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:57,P5
DataViewCreated,DataView_2146755937,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:57,P5
DataViewCreated,DataView_2146755936,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:57,P5
DataViewCreated,DataView_2146755935,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:57,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755980,,,,2017,Boxholm,,2023-05-04 00:04:01,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755980,,,,2017,Boxholm,male,2023-05-04 00:04:02,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755982,,,,,,,2023-05-04 00:04:06,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755980,,,,,,,2023-05-04 00:04:06,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755822,,,,,,,2023-05-04 00:04:10,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755820,,,,2017,,,2023-05-04 00:04:10,P5
DataViewCreated,DataView_2146755778,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:10,P5
DataViewCreated,DataView_2146755777,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:10,P5
DataViewCreated,DataView_2146755776,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:10,P5
DataViewCreated,DataView_2146755775,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:10,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755820,,,,2017,Boxholm,,2023-05-04 00:04:11,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755820,,,,2017,Boxholm,female,2023-05-04 00:04:14,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755822,,,,,,,2023-05-04 00:04:18,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755820,,,,,,,2023-05-04 00:04:18,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755662,,,,,,,2023-05-04 00:04:20,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755660,,,,2017,,,2023-05-04 00:04:20,P5
DataViewCreated,DataView_2146755618,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:20,P5
DataViewCreated,DataView_2146755617,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:20,P5
DataViewCreated,DataView_2146755616,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:20,P5
DataViewCreated,DataView_2146755615,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:20,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755660,,,,2017,Finsp?ng,,2023-05-04 00:04:22,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755660,,,,2017,Finsp?ng,female,2023-05-04 00:04:23,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755662,,,,,,,2023-05-04 00:04:26,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755660,,,,,,,2023-05-04 00:04:26,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755502,,,,,,,2023-05-04 00:04:33,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755500,,,,2017,,,2023-05-04 00:04:33,P5
DataViewCreated,DataView_2146755458,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:33,P5
DataViewCreated,DataView_2146755457,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:33,P5
DataViewCreated,DataView_2146755456,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:33,P5
DataViewCreated,DataView_2146755455,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:33,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755500,,,,2017,Kinda,,2023-05-04 00:04:35,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755500,,,,2017,Kinda,female,2023-05-04 00:04:36,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755502,,,,,,,2023-05-04 00:04:39,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755500,,,,,,,2023-05-04 00:04:39,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755342,,,,,,,2023-05-04 00:04:58,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755340,,,,2017,,,2023-05-04 00:04:58,P5
DataViewCreated,DataView_2146755298,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:58,P5
DataViewCreated,DataView_2146755297,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:58,P5
DataViewCreated,DataView_2146755296,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:58,P5
DataViewCreated,DataView_2146755295,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:58,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755340,,,,2017,Link?ping,,2023-05-04 00:04:59,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755340,,,,2017,Link?ping,female,2023-05-04 00:05:00,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755342,,,,,,,2023-05-04 00:05:07,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755340,,,,,,,2023-05-04 00:05:07,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755182,,,,,,,2023-05-04 00:05:13,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755180,,,,2017,,,2023-05-04 00:05:13,P5
DataViewCreated,DataView_2146755138,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:13,P5
DataViewCreated,DataView_2146755137,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:13,P5
DataViewCreated,DataView_2146755136,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:13,P5
DataViewCreated,DataView_2146755135,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:13,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755182,,,,,,,2023-05-04 00:05:19,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755180,,,,,,,2023-05-04 00:05:19,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755023,,,,,,,2023-05-04 00:05:28,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755021,,,,2017,,,2023-05-04 00:05:28,P5
DataViewCreated,DataView_2146754979,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:28,P5
DataViewCreated,DataView_2146754978,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:28,P5
DataViewCreated,DataView_2146754977,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:28,P5
DataViewCreated,DataView_2146754976,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:28,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755021,,,,2017,Link?ping,,2023-05-04 00:05:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755021,,,,2017,Link?ping,female,2023-05-04 00:05:31,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755023,,,,,,,2023-05-04 00:05:51,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755021,,,,,,,2023-05-04 00:05:51,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754863,,,,,,,2023-05-04 00:06:02,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754861,,,,2017,,,2023-05-04 00:06:02,P5
DataViewCreated,DataView_2146754819,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:02,P5
DataViewCreated,DataView_2146754818,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:02,P5
DataViewCreated,DataView_2146754817,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:02,P5
DataViewCreated,DataView_2146754816,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:02,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754861,,,,2017,Vadstena,,2023-05-04 00:06:05,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754861,,,,2017,Vadstena,female,2023-05-04 00:06:06,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754863,,,,,,,2023-05-04 00:06:10,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754861,,,,,,,2023-05-04 00:06:10,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754703,,,,,,,2023-05-04 00:06:14,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754701,,,,2017,,,2023-05-04 00:06:14,P5
DataViewCreated,DataView_2146754659,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:14,P5
DataViewCreated,DataView_2146754658,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:14,P5
DataViewCreated,DataView_2146754657,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:14,P5
DataViewCreated,DataView_2146754656,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:14,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754701,,,,2017,Ydre,,2023-05-04 00:06:15,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754701,,,,2017,Ydre,female,2023-05-04 00:06:17,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754547,,,,,,,2023-05-04 00:06:22,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754545,,,,2017,,,2023-05-04 00:06:22,P5
DataViewCreated,DataView_2146754503,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:22,P5
DataViewCreated,DataView_2146754502,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:22,P5
DataViewCreated,DataView_2146754501,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:22,P5
DataViewCreated,DataView_2146754500,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:22,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754547,,,,,,,2023-05-04 00:06:30,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754545,,,,,,,2023-05-04 00:06:30,P5
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754703,,,,,,,2023-05-04 00:06:31,P5
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754701,,,,,,,2023-05-04 00:06:31,P5
Task 4,,,,,,,,2023-05-04 00:07:01,P5
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754384,,,,,,,2023-05-04 00:07:11,P5
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2017,,,2023-05-04 00:07:11,P5
DataViewCreated,DataView_2146754340,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:11,P5
DataViewCreated,DataView_2146754339,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:11,P5
DataViewCreated,DataView_2146754338,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:11,P5
DataViewCreated,DataView_2146754337,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:11,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2017,Norrk?ping,,2023-05-04 00:07:12,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2017,Norrk?ping,male,2023-05-04 00:07:24,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2016,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2017,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2015,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2016,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2014,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2015,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2013,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2014,Norrk?ping,male,2023-05-04 00:07:30,P5
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754382,,,,2012,Norrk?ping,male,2023-05-04 00:07:30,P5
