event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant,end,duration
DataViewCreated,DataView_2146072934,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:03:47,P4,2023-05-04 00:03:55,8.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072766,,,,,,both,2023-05-04 00:03:55,P4,2023-05-04 00:03:58,3.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072764,,,,2017,,both,2023-05-04 00:03:55,P4,2023-05-04 00:03:58,3.0
DataViewCreated,DataView_2146072722,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:03:55,P4,2023-05-04 00:03:58,3.0
DataViewCreated,DataView_2146072721,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:03:55,P4,2023-05-04 00:03:58,3.0
DataViewCreated,DataView_2146072720,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:03:55,P4,2023-05-04 00:03:58,3.0
DataViewCreated,DataView_2146072719,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:03:55,P4,2023-05-04 00:03:58,3.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072611,,,,,,both,2023-05-04 00:03:58,P4,2023-05-04 00:04:00,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072609,,,,2017,,both,2023-05-04 00:03:58,P4,2023-05-04 00:04:00,2.0
DataViewCreated,DataView_2146072567,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:03:58,P4,2023-05-04 00:04:00,2.0
DataViewCreated,DataView_2146072566,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:03:58,P4,2023-05-04 00:04:00,2.0
DataViewCreated,DataView_2146072565,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:03:58,P4,2023-05-04 00:04:00,2.0
DataViewCreated,DataView_2146072564,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:03:58,P4,2023-05-04 00:04:00,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072611,,,,,,both,2023-05-04 00:04:00,P4,2023-05-04 00:04:01,1.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146072609,,,,,,both,2023-05-04 00:04:00,P4,2023-05-04 00:04:01,1.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072452,,,,,,both,2023-05-04 00:04:01,P4,2023-05-04 00:04:05,4.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072450,,,,2017,,both,2023-05-04 00:04:01,P4,2023-05-04 00:04:05,4.0
DataViewCreated,DataView_2146072408,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:01,P4,2023-05-04 00:04:05,4.0
DataViewCreated,DataView_2146072407,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:01,P4,2023-05-04 00:04:05,4.0
DataViewCreated,DataView_2146072406,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:01,P4,2023-05-04 00:04:05,4.0
DataViewCreated,DataView_2146072405,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:01,P4,2023-05-04 00:04:05,4.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072452,,,,,,both,2023-05-04 00:04:05,P4,2023-05-04 00:04:09,4.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146072450,,,,,,both,2023-05-04 00:04:05,P4,2023-05-04 00:04:09,4.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146072764,,,,2017,,both,2023-05-04 00:04:09,P4,2023-05-04 00:04:13,4.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072766,,,,,,both,2023-05-04 00:04:13,P4,2023-05-04 00:04:29,16.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146072764,,,,,,both,2023-05-04 00:04:13,P4,2023-05-04 00:04:29,16.0
DataViewDestroyed,DataView_2146073006,AverageIncome-County,AverageIncome,[],,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
DataViewCreated,DataView_2146072288,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
FilterSetUpdated,SharedMapFilters,,,,2017,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146073002,,,,,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072284,,,,,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072282,,,,2017,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
DataViewCreated,DataView_2146071904,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
DataViewCreated,DataView_2146071903,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
DataViewCreated,DataView_2146071902,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
DataViewCreated,DataView_2146071901,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:29,P4,2023-05-04 00:04:58,29.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071743,,,,,,both,2023-05-04 00:04:58,P4,2023-05-04 00:05:06,8.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071741,,,,2017,,both,2023-05-04 00:04:58,P4,2023-05-04 00:05:06,8.0
DataViewCreated,DataView_2146071699,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:58,P4,2023-05-04 00:05:06,8.0
DataViewCreated,DataView_2146071698,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:58,P4,2023-05-04 00:05:06,8.0
DataViewCreated,DataView_2146071697,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:58,P4,2023-05-04 00:05:06,8.0
DataViewCreated,DataView_2146071696,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:58,P4,2023-05-04 00:05:06,8.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071741,,,,2017,?tvidaberg,both,2023-05-04 00:05:06,P4,2023-05-04 00:05:10,4.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071741,,,,2017,?tvidaberg,female,2023-05-04 00:05:10,P4,2023-05-04 00:05:28,18.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071587,,,,,,both,2023-05-04 00:05:28,P4,2023-05-04 00:05:30,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071585,,,,2017,,both,2023-05-04 00:05:28,P4,2023-05-04 00:05:30,2.0
DataViewCreated,DataView_2146071543,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:05:28,P4,2023-05-04 00:05:30,2.0
DataViewCreated,DataView_2146071542,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:05:28,P4,2023-05-04 00:05:30,2.0
DataViewCreated,DataView_2146071541,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:05:28,P4,2023-05-04 00:05:30,2.0
DataViewCreated,DataView_2146071540,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:05:28,P4,2023-05-04 00:05:30,2.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071432,,,,,,both,2023-05-04 00:05:30,P4,2023-05-04 00:05:32,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071430,,,,2017,,both,2023-05-04 00:05:30,P4,2023-05-04 00:05:32,2.0
DataViewCreated,DataView_2146071388,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:05:30,P4,2023-05-04 00:05:32,2.0
DataViewCreated,DataView_2146071387,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:05:30,P4,2023-05-04 00:05:32,2.0
DataViewCreated,DataView_2146071386,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:05:30,P4,2023-05-04 00:05:32,2.0
DataViewCreated,DataView_2146071385,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:05:30,P4,2023-05-04 00:05:32,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071432,,,,,,both,2023-05-04 00:05:32,P4,2023-05-04 00:05:33,1.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071430,,,,,,both,2023-05-04 00:05:32,P4,2023-05-04 00:05:33,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071585,,,,2017,Boxholm,both,2023-05-04 00:05:33,P4,2023-05-04 00:05:35,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071585,,,,2017,Boxholm,female,2023-05-04 00:05:35,P4,2023-05-04 00:05:41,6.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071587,,,,,,both,2023-05-04 00:05:41,P4,2023-05-04 00:05:46,5.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071585,,,,,,both,2023-05-04 00:05:41,P4,2023-05-04 00:05:46,5.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071268,,,,,,both,2023-05-04 00:05:46,P4,2023-05-04 00:05:48,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071266,,,,2017,,both,2023-05-04 00:05:46,P4,2023-05-04 00:05:48,2.0
DataViewCreated,DataView_2146071224,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:05:46,P4,2023-05-04 00:05:48,2.0
DataViewCreated,DataView_2146071223,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:05:46,P4,2023-05-04 00:05:48,2.0
DataViewCreated,DataView_2146071222,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:05:46,P4,2023-05-04 00:05:48,2.0
DataViewCreated,DataView_2146071221,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:05:46,P4,2023-05-04 00:05:48,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071266,,,,2017,Finsp?ng,both,2023-05-04 00:05:48,P4,2023-05-04 00:05:49,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071266,,,,2017,Finsp?ng,female,2023-05-04 00:05:49,P4,2023-05-04 00:05:54,5.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071268,,,,,,both,2023-05-04 00:05:54,P4,2023-05-04 00:05:58,4.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071266,,,,,,both,2023-05-04 00:05:54,P4,2023-05-04 00:05:58,4.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071108,,,,,,both,2023-05-04 00:05:58,P4,2023-05-04 00:06:00,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071106,,,,2017,,both,2023-05-04 00:05:58,P4,2023-05-04 00:06:00,2.0
DataViewCreated,DataView_2146071064,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:05:58,P4,2023-05-04 00:06:00,2.0
DataViewCreated,DataView_2146071063,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:05:58,P4,2023-05-04 00:06:00,2.0
DataViewCreated,DataView_2146071062,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:05:58,P4,2023-05-04 00:06:00,2.0
DataViewCreated,DataView_2146071061,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:05:58,P4,2023-05-04 00:06:00,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071106,,,,2017,Kinda,both,2023-05-04 00:06:00,P4,2023-05-04 00:06:01,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071106,,,,2017,Kinda,female,2023-05-04 00:06:01,P4,2023-05-04 00:06:06,5.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071743,,,,,,both,2023-05-04 00:06:06,P4,2023-05-04 00:06:16,10.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071741,,,,,,both,2023-05-04 00:06:06,P4,2023-05-04 00:06:16,10.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070948,,,,,,both,2023-05-04 00:06:16,P4,2023-05-04 00:06:21,5.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070946,,,,2017,,both,2023-05-04 00:06:16,P4,2023-05-04 00:06:21,5.0
DataViewCreated,DataView_2146070904,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:06:16,P4,2023-05-04 00:06:21,5.0
DataViewCreated,DataView_2146070903,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:06:16,P4,2023-05-04 00:06:21,5.0
DataViewCreated,DataView_2146070902,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:06:16,P4,2023-05-04 00:06:21,5.0
DataViewCreated,DataView_2146070901,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:06:16,P4,2023-05-04 00:06:21,5.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070946,,,,2017,Link?ping,both,2023-05-04 00:06:21,P4,2023-05-04 00:06:25,4.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071108,,,,,,both,2023-05-04 00:06:25,P4,2023-05-04 00:06:58,33.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071106,,,,,,both,2023-05-04 00:06:25,P4,2023-05-04 00:06:58,33.0
ButtonClicked,IncomeButton,,,,,,both,2023-05-04 00:06:58,P4,2023-05-04 00:07:01,3.0
DataViewDestroyed,DataView_2146072288,AverageIncome-Municipality,AverageIncome,[],,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
DataViewCreated,DataView_2146070787,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072284,,,,,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070783,,,,,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
FilterSetUpdated,SharedMapFilters,,,,2017,,female,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
ButtonClicked,FemaleTouchButton,,,,,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070781,,,,2017,,female,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
DataViewCreated,DataView_2146070739,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
DataViewCreated,DataView_2146070738,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
DataViewCreated,DataView_2146070737,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
DataViewCreated,DataView_2146070736,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:07:01,P4,2023-05-04 00:07:21,20.0
ButtonClicked,IncomeButton,,,,,,both,2023-05-04 00:07:21,P4,2023-05-04 00:07:52,31.0
ButtonClicked,IncomeButton,,,,,,both,2023-05-04 00:07:52,P4,2023-05-04 00:07:55,3.0
DataViewDestroyed,DataView_2146070787,AverageIncome-Municipality,AverageIncome,[],,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
DataViewCreated,DataView_2146070515,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070783,,,,,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070511,,,,,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
FilterSetUpdated,SharedMapFilters,,,,2017,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
ButtonClicked,AllTouchButton,,,,,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070509,,,,2017,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
DataViewCreated,DataView_2146070467,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
DataViewCreated,DataView_2146070466,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
DataViewCreated,DataView_2146070465,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
DataViewCreated,DataView_2146070464,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:07:55,P4,2023-05-04 00:07:57,2.0
ButtonClicked,IncomeButton,,,,,,both,2023-05-04 00:07:57,P4,2023-05-04 00:08:09,12.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070946,,,,2017,Link?ping,female,2023-05-04 00:08:09,P4,2023-05-04 00:08:16,7.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070305,,,,,,both,2023-05-04 00:08:16,P4,2023-05-04 00:08:18,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070303,,,,2017,,both,2023-05-04 00:08:16,P4,2023-05-04 00:08:18,2.0
DataViewCreated,DataView_2146070261,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:08:16,P4,2023-05-04 00:08:18,2.0
DataViewCreated,DataView_2146070260,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:08:16,P4,2023-05-04 00:08:18,2.0
DataViewCreated,DataView_2146070259,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:08:16,P4,2023-05-04 00:08:18,2.0
DataViewCreated,DataView_2146070258,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:08:16,P4,2023-05-04 00:08:18,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070305,,,,,,both,2023-05-04 00:08:18,P4,2023-05-04 00:08:19,1.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146070303,,,,,,both,2023-05-04 00:08:18,P4,2023-05-04 00:08:19,1.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070146,,,,,,both,2023-05-04 00:08:19,P4,2023-05-04 00:08:21,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070144,,,,2017,,both,2023-05-04 00:08:19,P4,2023-05-04 00:08:21,2.0
DataViewCreated,DataView_2146070102,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:08:19,P4,2023-05-04 00:08:21,2.0
DataViewCreated,DataView_2146070101,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:08:19,P4,2023-05-04 00:08:21,2.0
DataViewCreated,DataView_2146070100,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:08:19,P4,2023-05-04 00:08:21,2.0
DataViewCreated,DataView_2146070099,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:08:19,P4,2023-05-04 00:08:21,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070144,,,,2017,Mj?lby,both,2023-05-04 00:08:21,P4,2023-05-04 00:08:23,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070144,,,,2017,Mj?lby,female,2023-05-04 00:08:23,P4,2023-05-04 00:08:27,4.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070146,,,,,,both,2023-05-04 00:08:27,P4,2023-05-04 00:08:29,2.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146070144,,,,,,both,2023-05-04 00:08:27,P4,2023-05-04 00:08:29,2.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069986,,,,,,both,2023-05-04 00:08:29,P4,2023-05-04 00:08:31,2.0
