event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant,end,duration
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757808,,,,2017,,both,2023-05-04 00:00:13,P5,2023-05-04 00:00:22,9.0
DataViewCreated,DataView_2146757762,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:00:13,P5,2023-05-04 00:00:22,9.0
DataViewCreated,DataView_2146757761,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:00:13,P5,2023-05-04 00:00:22,9.0
DataViewCreated,DataView_2146757760,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:00:13,P5,2023-05-04 00:00:22,9.0
DataViewCreated,DataView_2146757759,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:00:13,P5,2023-05-04 00:00:22,9.0
FilterSetUpdated,SharedMapFilters,,,,2017,,both,2023-05-04 00:00:13,P5,2023-05-04 00:00:22,9.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757969,,,,,,both,2023-05-04 00:00:22,P5,2023-05-04 00:00:25,3.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757967,,,,,,both,2023-05-04 00:00:22,P5,2023-05-04 00:00:25,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757810,,,,,,both,2023-05-04 00:00:25,P5,2023-05-04 00:00:28,3.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757808,,,,,,both,2023-05-04 00:00:25,P5,2023-05-04 00:00:28,3.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757573,,,,,,both,2023-05-04 00:00:28,P5,2023-05-04 00:00:37,9.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2017,,both,2023-05-04 00:00:28,P5,2023-05-04 00:00:37,9.0
DataViewCreated,DataView_2146757529,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:00:28,P5,2023-05-04 00:00:37,9.0
DataViewCreated,DataView_2146757528,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:00:28,P5,2023-05-04 00:00:37,9.0
DataViewCreated,DataView_2146757527,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:00:28,P5,2023-05-04 00:00:37,9.0
DataViewCreated,DataView_2146757526,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:00:28,P5,2023-05-04 00:00:37,9.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2016,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2015,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2014,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2013,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2012,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2011,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2010,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2009,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2008,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2007,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2006,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2005,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2004,Norrk?ping,both,2023-05-04 00:00:37,P5,2023-05-04 00:00:38,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2005,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2006,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2007,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2008,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2010,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2011,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2012,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2013,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2014,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2015,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2016,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2017,Norrk?ping,both,2023-05-04 00:00:38,P5,2023-05-04 00:00:44,6.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757571,,,,2017,Norrk?ping,both,2023-05-04 00:00:44,P5,2023-05-04 00:00:59,15.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757573,,,,,,both,2023-05-04 00:00:59,P5,2023-05-04 00:01:12,13.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757571,,,,,,both,2023-05-04 00:00:59,P5,2023-05-04 00:01:12,13.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757413,,,,,,both,2023-05-04 00:01:12,P5,2023-05-04 00:01:16,4.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,,both,2023-05-04 00:01:12,P5,2023-05-04 00:01:16,4.0
DataViewCreated,DataView_2146757369,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:01:12,P5,2023-05-04 00:01:16,4.0
DataViewCreated,DataView_2146757368,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:01:12,P5,2023-05-04 00:01:16,4.0
DataViewCreated,DataView_2146757367,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:01:12,P5,2023-05-04 00:01:16,4.0
DataViewCreated,DataView_2146757366,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:01:12,P5,2023-05-04 00:01:16,4.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,Norrk?ping,both,2023-05-04 00:01:16,P5,2023-05-04 00:01:19,3.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,Norrk?ping,male,2023-05-04 00:01:19,P5,2023-05-04 00:01:23,4.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146757411,,,,2017,Norrk?ping,female,2023-05-04 00:01:23,P5,2023-05-04 00:01:24,1.0
Task 2,,,,,,,,2023-05-04 00:01:24,P5,2023-05-04 00:02:04,40.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757413,,,,,,both,2023-05-04 00:02:04,P5,2023-05-04 00:02:13,9.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757411,,,,,,both,2023-05-04 00:02:04,P5,2023-05-04 00:02:13,9.0
Task 3,,,,,,,,2023-05-04 00:02:13,P5,2023-05-04 00:02:21,8.0
DataViewDestroyed,DataView_2146757814,AverageIncome-Municipality,AverageIncome,[],,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
DataViewCreated,DataView_2146757253,AverageIncome-County,AverageIncome,"[County, Year]",,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
FilterSetUpdated,SharedMapFilters,,,,2017,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757252,,,,,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757250,,,,2017,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
DataViewCreated,DataView_2146757187,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
DataViewCreated,DataView_2146757186,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
DataViewCreated,DataView_2146757185,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
DataViewCreated,DataView_2146757184,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:02:21,P5,2023-05-04 00:02:34,13.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146757016,,,,,,both,2023-05-04 00:02:34,P5,2023-05-04 00:02:43,9.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146757014,,,,2017,,both,2023-05-04 00:02:34,P5,2023-05-04 00:02:43,9.0
DataViewCreated,DataView_2146756972,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:02:34,P5,2023-05-04 00:02:43,9.0
DataViewCreated,DataView_2146756971,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:02:34,P5,2023-05-04 00:02:43,9.0
DataViewCreated,DataView_2146756970,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:02:34,P5,2023-05-04 00:02:43,9.0
DataViewCreated,DataView_2146756969,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:02:34,P5,2023-05-04 00:02:43,9.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757016,,,,,,both,2023-05-04 00:02:43,P5,2023-05-04 00:02:46,3.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757014,,,,,,both,2023-05-04 00:02:43,P5,2023-05-04 00:02:46,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146757252,,,,,,both,2023-05-04 00:02:46,P5,2023-05-04 00:02:49,3.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146757250,,,,,,both,2023-05-04 00:02:46,P5,2023-05-04 00:02:49,3.0
DataViewDestroyed,DataView_2146757253,AverageIncome-County,AverageIncome,[],,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
DataViewCreated,DataView_2146756853,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
FilterSetUpdated,SharedMapFilters,,,,2017,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146756852,,,,,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146756850,,,,2017,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
DataViewCreated,DataView_2146756472,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
DataViewCreated,DataView_2146756471,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
DataViewCreated,DataView_2146756470,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
DataViewCreated,DataView_2146756469,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:02:49,P5,2023-05-04 00:03:14,25.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146756301,,,,,,both,2023-05-04 00:03:14,P5,2023-05-04 00:03:16,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146756299,,,,2017,,both,2023-05-04 00:03:14,P5,2023-05-04 00:03:16,2.0
DataViewCreated,DataView_2146756257,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:03:14,P5,2023-05-04 00:03:16,2.0
DataViewCreated,DataView_2146756256,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:03:14,P5,2023-05-04 00:03:16,2.0
DataViewCreated,DataView_2146756255,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:03:14,P5,2023-05-04 00:03:16,2.0
DataViewCreated,DataView_2146756254,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:03:14,P5,2023-05-04 00:03:16,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146756301,,,,,,both,2023-05-04 00:03:16,P5,2023-05-04 00:03:37,21.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146756299,,,,,,both,2023-05-04 00:03:16,P5,2023-05-04 00:03:37,21.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146756142,,,,,,both,2023-05-04 00:03:37,P5,2023-05-04 00:03:41,4.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146756140,,,,2017,,both,2023-05-04 00:03:37,P5,2023-05-04 00:03:41,4.0
DataViewCreated,DataView_2146756098,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:03:37,P5,2023-05-04 00:03:41,4.0
DataViewCreated,DataView_2146756097,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:03:37,P5,2023-05-04 00:03:41,4.0
DataViewCreated,DataView_2146756096,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:03:37,P5,2023-05-04 00:03:41,4.0
DataViewCreated,DataView_2146756095,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:03:37,P5,2023-05-04 00:03:41,4.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146756140,,,,2017,?tvidaberg,both,2023-05-04 00:03:41,P5,2023-05-04 00:03:43,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146756140,,,,2017,?tvidaberg,male,2023-05-04 00:03:43,P5,2023-05-04 00:03:53,10.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146756142,,,,,,both,2023-05-04 00:03:53,P5,2023-05-04 00:03:57,4.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146756140,,,,,,both,2023-05-04 00:03:53,P5,2023-05-04 00:03:57,4.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755982,,,,,,both,2023-05-04 00:03:57,P5,2023-05-04 00:04:01,4.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755980,,,,2017,,both,2023-05-04 00:03:57,P5,2023-05-04 00:04:01,4.0
DataViewCreated,DataView_2146755938,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:03:57,P5,2023-05-04 00:04:01,4.0
DataViewCreated,DataView_2146755937,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:03:57,P5,2023-05-04 00:04:01,4.0
DataViewCreated,DataView_2146755936,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:03:57,P5,2023-05-04 00:04:01,4.0
DataViewCreated,DataView_2146755935,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:03:57,P5,2023-05-04 00:04:01,4.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755980,,,,2017,Boxholm,both,2023-05-04 00:04:01,P5,2023-05-04 00:04:02,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755980,,,,2017,Boxholm,male,2023-05-04 00:04:02,P5,2023-05-04 00:04:06,4.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755982,,,,,,both,2023-05-04 00:04:06,P5,2023-05-04 00:04:10,4.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755980,,,,,,both,2023-05-04 00:04:06,P5,2023-05-04 00:04:10,4.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755822,,,,,,both,2023-05-04 00:04:10,P5,2023-05-04 00:04:11,1.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755820,,,,2017,,both,2023-05-04 00:04:10,P5,2023-05-04 00:04:11,1.0
DataViewCreated,DataView_2146755778,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:10,P5,2023-05-04 00:04:11,1.0
DataViewCreated,DataView_2146755777,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:10,P5,2023-05-04 00:04:11,1.0
DataViewCreated,DataView_2146755776,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:10,P5,2023-05-04 00:04:11,1.0
DataViewCreated,DataView_2146755775,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:10,P5,2023-05-04 00:04:11,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755820,,,,2017,Boxholm,both,2023-05-04 00:04:11,P5,2023-05-04 00:04:14,3.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755820,,,,2017,Boxholm,female,2023-05-04 00:04:14,P5,2023-05-04 00:04:18,4.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755822,,,,,,both,2023-05-04 00:04:18,P5,2023-05-04 00:04:20,2.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755820,,,,,,both,2023-05-04 00:04:18,P5,2023-05-04 00:04:20,2.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755662,,,,,,both,2023-05-04 00:04:20,P5,2023-05-04 00:04:22,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755660,,,,2017,,both,2023-05-04 00:04:20,P5,2023-05-04 00:04:22,2.0
DataViewCreated,DataView_2146755618,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:20,P5,2023-05-04 00:04:22,2.0
DataViewCreated,DataView_2146755617,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:20,P5,2023-05-04 00:04:22,2.0
DataViewCreated,DataView_2146755616,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:20,P5,2023-05-04 00:04:22,2.0
DataViewCreated,DataView_2146755615,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:20,P5,2023-05-04 00:04:22,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755660,,,,2017,Finsp?ng,both,2023-05-04 00:04:22,P5,2023-05-04 00:04:23,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755660,,,,2017,Finsp?ng,female,2023-05-04 00:04:23,P5,2023-05-04 00:04:26,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755662,,,,,,both,2023-05-04 00:04:26,P5,2023-05-04 00:04:33,7.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755660,,,,,,both,2023-05-04 00:04:26,P5,2023-05-04 00:04:33,7.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755502,,,,,,both,2023-05-04 00:04:33,P5,2023-05-04 00:04:35,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755500,,,,2017,,both,2023-05-04 00:04:33,P5,2023-05-04 00:04:35,2.0
DataViewCreated,DataView_2146755458,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:33,P5,2023-05-04 00:04:35,2.0
DataViewCreated,DataView_2146755457,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:33,P5,2023-05-04 00:04:35,2.0
DataViewCreated,DataView_2146755456,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:33,P5,2023-05-04 00:04:35,2.0
DataViewCreated,DataView_2146755455,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:33,P5,2023-05-04 00:04:35,2.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755500,,,,2017,Kinda,both,2023-05-04 00:04:35,P5,2023-05-04 00:04:36,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755500,,,,2017,Kinda,female,2023-05-04 00:04:36,P5,2023-05-04 00:04:39,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755502,,,,,,both,2023-05-04 00:04:39,P5,2023-05-04 00:04:58,19.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755500,,,,,,both,2023-05-04 00:04:39,P5,2023-05-04 00:04:58,19.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755342,,,,,,both,2023-05-04 00:04:58,P5,2023-05-04 00:04:59,1.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755340,,,,2017,,both,2023-05-04 00:04:58,P5,2023-05-04 00:04:59,1.0
DataViewCreated,DataView_2146755298,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:04:58,P5,2023-05-04 00:04:59,1.0
DataViewCreated,DataView_2146755297,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:04:58,P5,2023-05-04 00:04:59,1.0
DataViewCreated,DataView_2146755296,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:04:58,P5,2023-05-04 00:04:59,1.0
DataViewCreated,DataView_2146755295,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:04:58,P5,2023-05-04 00:04:59,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755340,,,,2017,Link?ping,both,2023-05-04 00:04:59,P5,2023-05-04 00:05:00,1.0
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755340,,,,2017,Link?ping,female,2023-05-04 00:05:00,P5,2023-05-04 00:05:07,7.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755342,,,,,,both,2023-05-04 00:05:07,P5,2023-05-04 00:05:13,6.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755340,,,,,,both,2023-05-04 00:05:07,P5,2023-05-04 00:05:13,6.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755182,,,,,,both,2023-05-04 00:05:13,P5,2023-05-04 00:05:19,6.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755180,,,,2017,,both,2023-05-04 00:05:13,P5,2023-05-04 00:05:19,6.0
DataViewCreated,DataView_2146755138,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:05:13,P5,2023-05-04 00:05:19,6.0
DataViewCreated,DataView_2146755137,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:05:13,P5,2023-05-04 00:05:19,6.0
DataViewCreated,DataView_2146755136,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:05:13,P5,2023-05-04 00:05:19,6.0
DataViewCreated,DataView_2146755135,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:05:13,P5,2023-05-04 00:05:19,6.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755182,,,,,,both,2023-05-04 00:05:19,P5,2023-05-04 00:05:28,9.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755180,,,,,,both,2023-05-04 00:05:19,P5,2023-05-04 00:05:28,9.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755023,,,,,,both,2023-05-04 00:05:28,P5,2023-05-04 00:05:30,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755021,,,,2017,,both,2023-05-04 00:05:28,P5,2023-05-04 00:05:30,2.0
