event,ID,start,end,participant,duration,complete
FilterSetCreated,2146070781,2023-05-04 00:07:01,2023-05-04 00:07:21,P4,20.0,False
FilterSetCreated,2146070509,2023-05-04 00:07:55,2023-05-04 00:07:57,P4,2.0,False
FilterSetUpdated,2146070946,2023-05-04 00:08:09,2023-05-04 00:08:16,P4,7.0,True
FilterSetCreated,2146070303,2023-05-04 00:08:16,2023-05-04 00:08:19,P4,2.0,True
FilterSetCreated,2146070144,2023-05-04 00:08:19,2023-05-04 00:08:29,P4,2.0,True
FilterSetCreated,2146069984,2023-05-04 00:08:29,2023-05-04 00:08:38,P4,2.0,True
FilterSetCreated,2146069824,2023-05-04 00:08:38,2023-05-04 00:08:39,P4,1.0,True
FilterSetCreated,2146069669,2023-05-04 00:08:39,2023-05-04 00:08:42,P4,2.0,True
FilterSetUpdated,2146069824,2023-05-04 00:08:42,2023-05-04 00:09:00,P4,1.0,True
FilterSetCreated,2146069505,2023-05-04 00:09:00,2023-05-04 00:09:03,P4,3.0,True
FilterSetCreated,2146069350,2023-05-04 00:09:03,2023-05-04 00:09:05,P4,1.0,True
FilterSetUpdated,2146069505,2023-05-04 00:09:05,2023-05-04 00:09:17,P4,1.0,True
FilterSetCreated,2146069186,2023-05-04 00:09:17,2023-05-04 00:09:24,P4,2.0,True
FilterSetCreated,2146069027,2023-05-04 00:09:24,2023-05-04 00:09:42,P4,2.0,True
FilterSetCreated,2146068867,2023-05-04 00:09:42,2023-05-04 00:10:01,P4,2.0,True
FilterSetCreated,2146068707,2023-05-04 00:10:01,2023-05-04 00:10:08,P4,1.0,True
FilterSetCreated,2146068547,2023-05-04 00:10:08,2023-05-04 00:10:24,P4,2.0,True
FilterSetCreated,2146068382,2023-05-04 00:10:26,2023-05-04 00:10:29,P4,3.0,False
FilterSetCreated,2146068161,2023-05-04 00:10:31,2023-05-04 00:10:33,P4,2.0,False
FilterSetDestroyed,2146070946,2023-05-04 00:10:34,2023-05-04 00:10:43,P4,9.0,True
Task 4,,2023-05-04 00:10:43,2023-05-04 00:10:47,P4,4.0,True
FilterSetCreated,2146067941,2023-05-04 00:10:47,2023-05-04 00:11:53,P4,5.0,False
FilterSetCreated,2146067785,2023-05-04 00:11:53,2023-05-04 00:11:56,P4,2.0,True
FilterSetCreated,2146067626,2023-05-04 00:11:56,2023-05-04 00:12:20,P4,4.0,True
FilterSetUpdated,2146067941,2023-05-04 00:12:20,2023-05-04 00:12:35,P4,14.0,False
FilterSetUpdated,2146067626,2023-05-04 00:12:35,2023-05-04 00:13:13,P4,38.0,True
Task 5,,2023-05-04 00:13:13,2023-05-04 00:13:27,P4,14.0,True
FilterSetUpdated,2146067626,2023-05-04 00:13:27,2023-05-04 00:13:37,P4,10.0,True
FilterSetUpdated,2146067941,2023-05-04 00:13:37,2023-05-04 00:13:46,P4,1.0,False
FilterSetDestroyed,2146067626,2023-05-04 00:13:46,2023-05-04 00:13:50,P4,4.0,True
FilterSetCreated,2146067466,2023-05-04 00:13:50,2023-05-04 00:13:54,P4,2.0,False
FilterSetUpdated,2146067941,2023-05-04 00:13:54,2023-05-04 00:14:23,P4,2.0,False
FilterSetCreated,2146067306,2023-05-04 00:14:23,2023-05-04 00:14:24,P4,1.0,False
FilterSetCreated,2146067076,2023-05-04 00:14:52,2023-05-04 00:15:05,P4,5.0,False
FilterSetCreated,2146066920,2023-05-04 00:15:05,2023-05-04 00:16:35,P4,4.0,False
FilterSetCreated,2146066759,2023-05-04 00:16:35,2023-05-04 00:16:44,P4,9.0,False
FilterSetCreated,2146066563,2023-05-04 00:16:44,2023-05-04 00:16:50,P4,6.0,False
FilterSetCreated,2146066324,2023-05-04 00:16:50,2023-05-04 00:17:08,P4,1.0,True
FilterSetCreated,2146066167,2023-05-04 00:17:08,2023-05-04 00:17:41,P4,2.0,True
FilterSetDestroyed,2146066324,2023-05-04 00:17:41,2023-05-04 00:17:42,P4,1.0,True
FilterSetDestroyed,2146066167,2023-05-04 00:17:42,2023-05-04 00:17:42,P4,0.0,True
Task 6,,2023-05-04 00:17:42,2023-05-04 00:17:45,P4,3.0,True
