event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146600958,,,,,,,2023-05-04 00:01:09,P2
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:01:11,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146600560,,,,,,,2023-05-04 00:01:16,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,,,2023-05-04 00:01:16,P2
DataViewCreated,DataView_2146600516,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:01:16,P2
DataViewCreated,DataView_2146600515,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:01:16,P2
DataViewCreated,DataView_2146600514,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:01:16,P2
DataViewCreated,DataView_2146600513,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:01:16,P2
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:01:19,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,,2023-05-04 00:01:57,P2
Task 2,,,,,,,,2023-05-04 00:01:57,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,,2023-05-04 00:02:02,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,,2023-05-04 00:02:04,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,female,2023-05-04 00:02:04,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,male,2023-05-04 00:02:05,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,female,2023-05-04 00:02:06,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,,2023-05-04 00:02:06,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600558,,,,2017,Norrk?ping,male,2023-05-04 00:02:17,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146600403,,,,,,,2023-05-04 00:02:24,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146600401,,,,2017,,,2023-05-04 00:02:24,P2
DataViewCreated,DataView_2146600359,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:24,P2
DataViewCreated,DataView_2146600358,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:24,P2
DataViewCreated,DataView_2146600357,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:24,P2
DataViewCreated,DataView_2146600356,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:24,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146600403,,,,,,,2023-05-04 00:02:26,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146600401,,,,,,,2023-05-04 00:02:26,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146600244,,,,,,,2023-05-04 00:02:30,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146600242,,,,2017,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600200,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600199,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600198,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600197,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:30,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146600089,,,,,,,2023-05-04 00:02:30,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146600087,,,,2017,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600045,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600044,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600043,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:02:30,P2
DataViewCreated,DataView_2146600042,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:02:30,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146600244,,,,,,,2023-05-04 00:02:34,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146600242,,,,,,,2023-05-04 00:02:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600087,,,,2017,Norrk?ping,,2023-05-04 00:02:40,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146600087,,,,2017,Norrk?ping,female,2023-05-04 00:02:44,P2
Task 3,,,,,,,,2023-05-04 00:03:24,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146600560,,,,,,,2023-05-04 00:03:31,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146600558,,,,,,,2023-05-04 00:03:31,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146600089,,,,,,,2023-05-04 00:03:32,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146600087,,,,,,,2023-05-04 00:03:32,P2
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:04:22,P2
ButtonClicked,FemaleTouchButton,,,,,,,2023-05-04 00:04:27,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146599917,,,,2017,,female,2023-05-04 00:04:27,P2
DataViewCreated,DataView_2146599875,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:27,P2
DataViewCreated,DataView_2146599874,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:27,P2
DataViewCreated,DataView_2146599873,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:27,P2
DataViewCreated,DataView_2146599872,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:27,P2
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:04:36,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146599713,,,,,,,2023-05-04 00:05:10,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146599711,,,,2017,,female,2023-05-04 00:05:10,P2
DataViewCreated,DataView_2146599669,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:10,P2
DataViewCreated,DataView_2146599668,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:10,P2
DataViewCreated,DataView_2146599667,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:10,P2
DataViewCreated,DataView_2146599666,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:10,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146599713,,,,,,,2023-05-04 00:05:11,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146599711,,,,,,,2023-05-04 00:05:11,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146599919,,,,,,,2023-05-04 00:05:12,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146599917,,,,,,,2023-05-04 00:05:12,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146599550,,,,,,,2023-05-04 00:05:25,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146599548,,,,2017,,female,2023-05-04 00:05:25,P2
DataViewCreated,DataView_2146599506,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:25,P2
DataViewCreated,DataView_2146599505,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:25,P2
DataViewCreated,DataView_2146599504,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:25,P2
DataViewCreated,DataView_2146599503,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:25,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146599395,,,,,,,2023-05-04 00:05:36,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146599393,,,,2017,,female,2023-05-04 00:05:36,P2
DataViewCreated,DataView_2146599351,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:36,P2
DataViewCreated,DataView_2146599350,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:36,P2
DataViewCreated,DataView_2146599349,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:36,P2
DataViewCreated,DataView_2146599348,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:36,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146599240,,,,,,,2023-05-04 00:05:44,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146599238,,,,2017,,female,2023-05-04 00:05:44,P2
DataViewCreated,DataView_2146599196,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:44,P2
DataViewCreated,DataView_2146599195,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:44,P2
DataViewCreated,DataView_2146599194,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:44,P2
DataViewCreated,DataView_2146599193,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:44,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146599085,,,,,,,2023-05-04 00:05:50,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146599083,,,,2017,,female,2023-05-04 00:05:50,P2
DataViewCreated,DataView_2146599041,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:50,P2
DataViewCreated,DataView_2146599040,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:50,P2
DataViewCreated,DataView_2146599039,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:50,P2
DataViewCreated,DataView_2146599038,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:50,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146599395,,,,,,,2023-05-04 00:06:07,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146599393,,,,,,,2023-05-04 00:06:07,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146599240,,,,,,,2023-05-04 00:06:10,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146599238,,,,,,,2023-05-04 00:06:10,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146599548,,,,2005,?tvidaberg,female,2023-05-04 00:06:11,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146599548,,,,2004,?tvidaberg,female,2023-05-04 00:06:11,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146599548,,,,2003,?tvidaberg,female,2023-05-04 00:06:11,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146599550,,,,,,,2023-05-04 00:06:14,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146599548,,,,,,,2023-05-04 00:06:14,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598918,,,,,,,2023-05-04 00:06:21,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2017,,female,2023-05-04 00:06:21,P2
DataViewCreated,DataView_2146598874,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:21,P2
DataViewCreated,DataView_2146598873,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:21,P2
DataViewCreated,DataView_2146598872,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:21,P2
DataViewCreated,DataView_2146598871,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:21,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598763,,,,,,,2023-05-04 00:06:27,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598761,,,,2017,,female,2023-05-04 00:06:27,P2
DataViewCreated,DataView_2146598719,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:27,P2
DataViewCreated,DataView_2146598718,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:27,P2
DataViewCreated,DataView_2146598717,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:27,P2
DataViewCreated,DataView_2146598716,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:27,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598763,,,,,,,2023-05-04 00:06:30,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598761,,,,,,,2023-05-04 00:06:30,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146599085,,,,,,,2023-05-04 00:06:31,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146599083,,,,,,,2023-05-04 00:06:31,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598600,,,,,,,2023-05-04 00:06:39,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598598,,,,2017,,female,2023-05-04 00:06:39,P2
DataViewCreated,DataView_2146598556,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:39,P2
DataViewCreated,DataView_2146598555,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:39,P2
DataViewCreated,DataView_2146598554,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:39,P2
DataViewCreated,DataView_2146598553,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:39,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598600,,,,,,,2023-05-04 00:06:41,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598598,,,,,,,2023-05-04 00:06:41,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598441,,,,,,,2023-05-04 00:06:45,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598439,,,,2017,,female,2023-05-04 00:06:45,P2
DataViewCreated,DataView_2146598397,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:45,P2
DataViewCreated,DataView_2146598396,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:45,P2
DataViewCreated,DataView_2146598395,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:45,P2
DataViewCreated,DataView_2146598394,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:45,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598441,,,,,,,2023-05-04 00:06:48,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598439,,,,,,,2023-05-04 00:06:48,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598282,,,,,,,2023-05-04 00:06:56,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598280,,,,2017,,female,2023-05-04 00:06:56,P2
DataViewCreated,DataView_2146598238,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:56,P2
DataViewCreated,DataView_2146598237,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:56,P2
DataViewCreated,DataView_2146598236,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:56,P2
DataViewCreated,DataView_2146598235,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:56,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598282,,,,,,,2023-05-04 00:06:58,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598280,,,,,,,2023-05-04 00:06:58,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598123,,,,,,,2023-05-04 00:07:07,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598121,,,,2017,,female,2023-05-04 00:07:07,P2
DataViewCreated,DataView_2146598079,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:07,P2
DataViewCreated,DataView_2146598078,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:07,P2
DataViewCreated,DataView_2146598077,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:07,P2
DataViewCreated,DataView_2146598076,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:07,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598123,,,,,,,2023-05-04 00:07:10,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598121,,,,,,,2023-05-04 00:07:10,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146597964,,,,,,,2023-05-04 00:07:13,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146597962,,,,2017,,female,2023-05-04 00:07:13,P2
DataViewCreated,DataView_2146597920,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:13,P2
DataViewCreated,DataView_2146597919,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:13,P2
DataViewCreated,DataView_2146597918,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:13,P2
DataViewCreated,DataView_2146597917,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:13,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146597964,,,,,,,2023-05-04 00:07:15,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146597962,,,,,,,2023-05-04 00:07:15,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146597805,,,,,,,2023-05-04 00:07:19,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146597803,,,,2017,,female,2023-05-04 00:07:19,P2
DataViewCreated,DataView_2146597761,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:19,P2
DataViewCreated,DataView_2146597760,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:19,P2
DataViewCreated,DataView_2146597759,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:19,P2
DataViewCreated,DataView_2146597758,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:19,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146597805,,,,,,,2023-05-04 00:07:22,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146597803,,,,,,,2023-05-04 00:07:22,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146597646,,,,,,,2023-05-04 00:07:29,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146597644,,,,2017,,female,2023-05-04 00:07:29,P2
DataViewCreated,DataView_2146597602,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:29,P2
DataViewCreated,DataView_2146597601,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:29,P2
DataViewCreated,DataView_2146597600,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:29,P2
DataViewCreated,DataView_2146597599,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:29,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146597646,,,,,,,2023-05-04 00:07:31,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146597644,,,,,,,2023-05-04 00:07:31,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2003,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2002,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2001,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2000,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1999,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1998,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1996,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1995,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1994,Link?ping,female,2023-05-04 00:07:32,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1993,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1992,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1991,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1990,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1991,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1992,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1993,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1995,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1997,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,1999,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2002,Link?ping,female,2023-05-04 00:07:33,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2005,Link?ping,female,2023-05-04 00:07:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2008,Link?ping,female,2023-05-04 00:07:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2011,Link?ping,female,2023-05-04 00:07:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2014,Link?ping,female,2023-05-04 00:07:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2015,Link?ping,female,2023-05-04 00:07:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2017,Link?ping,female,2023-05-04 00:07:34,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2005,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2006,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2005,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2006,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2007,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2009,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2012,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2014,Link?ping,female,2023-05-04 00:07:35,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2015,Link?ping,female,2023-05-04 00:07:36,P2
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146598916,,,,2017,Link?ping,female,2023-05-04 00:07:36,P2
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598918,,,,,,,2023-05-04 00:07:46,P2
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598916,,,,,,,2023-05-04 00:07:46,P2
Task 4,,,,,,,,2023-05-04 00:08:01,P2
ActorSpawned,BP_RegionMarker3DWidgets_C_2146597483,,,,,,,2023-05-04 00:08:04,P2
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146597481,,,,2017,,female,2023-05-04 00:08:04,P2
DataViewCreated,DataView_2146597439,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:04,P2
DataViewCreated,DataView_2146597438,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:04,P2
DataViewCreated,DataView_2146597437,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:04,P2
DataViewCreated,DataView_2146597436,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:04,P2
