event,ID,start,end,participant,duration,complete
FilterSetDestroyed,2146406884,2023-05-04 00:18:53,2023-05-04 00:18:54,P3,1.0,True
FilterSetDestroyed,2146407041,2023-05-04 00:18:53,2023-05-04 00:18:54,P3,1.0,True
FilterSetCreated,2146406321,2023-05-04 00:18:57,2023-05-04 00:19:04,P3,7.0,True
FilterSetDestroyed,2146406570,2023-05-04 00:19:04,2023-05-04 00:19:06,P3,2.0,True
FilterSetCreated,2146406162,2023-05-04 00:19:06,2023-05-04 00:19:07,P3,1.0,True
FilterSetCreated,2146406007,2023-05-04 00:19:07,2023-05-04 00:19:27,P3,20.0,True
FilterSetCreated,2146405852,2023-05-04 00:19:27,2023-05-04 00:19:32,P3,5.0,True
FilterSetUpdated,2146406007,2023-05-04 00:19:32,2023-05-04 00:19:33,P3,1.0,True
FilterSetCreated,2146405696,2023-05-04 00:19:33,2023-05-04 00:19:39,P3,4.0,True
FilterSetUpdated,2146406162,2023-05-04 00:19:39,2023-05-04 00:19:42,P3,3.0,True
FilterSetUpdated,2146406007,2023-05-04 00:19:42,2023-05-04 00:19:43,P3,1.0,True
FilterSetUpdated,2146406162,2023-05-04 00:19:43,2023-05-04 00:19:44,P3,1.0,True
FilterSetUpdated,2146406007,2023-05-04 00:19:44,2023-05-04 00:19:45,P3,1.0,True
FilterSetUpdated,2146406162,2023-05-04 00:19:45,2023-05-04 00:19:51,P3,6.0,True
FilterSetUpdated,2146406321,2023-05-04 00:19:51,2023-05-04 00:19:53,P3,1.0,True
FilterSetUpdated,2146405852,2023-05-04 00:19:53,2023-05-04 00:19:57,P3,1.0,True
FilterSetUpdated,2146406007,2023-05-04 00:19:57,2023-05-04 00:20:01,P3,1.0,True
FilterSetUpdated,2146406321,2023-05-04 00:20:01,2023-05-04 00:20:51,P3,1.0,True
FilterSetUpdated,2146406162,2023-05-04 00:20:51,2023-05-04 00:20:54,P3,1.0,True
FilterSetUpdated,2146406321,2023-05-04 00:20:54,2023-05-04 00:21:36,P3,42.0,True
FilterSetCreated,2146405533,2023-05-04 00:21:36,2023-05-04 00:21:40,P3,4.0,True
FilterSetDestroyed,2146406162,2023-05-04 00:21:40,2023-05-04 00:21:41,P3,1.0,True
FilterSetDestroyed,2146406007,2023-05-04 00:21:41,2023-05-04 00:21:42,P3,1.0,True
FilterSetDestroyed,2146406321,2023-05-04 00:21:42,2023-05-04 00:21:44,P3,2.0,True
FilterSetDestroyed,2146405852,2023-05-04 00:21:44,2023-05-04 00:21:53,P3,9.0,True
FilterSetCreated,2146405278,2023-05-04 00:21:53,2023-05-04 00:22:02,P3,9.0,False
FilterSetDestroyed,2146405533,2023-05-04 00:22:02,2023-05-04 00:22:03,P3,1.0,True
FilterSetCreated,2146405119,2023-05-04 00:22:03,2023-05-04 00:22:10,P3,7.0,False
FilterSetCreated,2146404964,2023-05-04 00:22:10,2023-05-04 00:22:17,P3,3.0,False
FilterSetCreated,2146404809,2023-05-04 00:22:17,2023-05-04 00:22:24,P3,7.0,False
FilterSetUpdated,2146405278,2023-05-04 00:22:24,2023-05-04 00:22:25,P3,1.0,False
FilterSetUpdated,2146405119,2023-05-04 00:22:25,2023-05-04 00:22:27,P3,1.0,False
FilterSetUpdated,2146405278,2023-05-04 00:22:27,2023-05-04 00:22:30,P3,2.0,False
FilterSetUpdated,2146405119,2023-05-04 00:22:30,2023-05-04 00:22:32,P3,1.0,False
FilterSetUpdated,2146404964,2023-05-04 00:22:32,2023-05-04 00:22:35,P3,2.0,False
FilterSetUpdated,2146404809,2023-05-04 00:22:35,2023-05-04 00:23:40,P3,1.0,False
FilterSetCreated,2146404649,2023-05-04 00:23:40,2023-05-04 00:23:46,P3,3.0,True
FilterSetCreated,2146404489,2023-05-04 00:23:46,2023-05-04 00:23:48,P3,2.0,False
FilterSetCreated,2146404266,2023-05-04 00:23:48,2023-05-04 00:23:50,P3,2.0,False
FilterSetCreated,2146404023,2023-05-04 00:23:50,2023-05-04 00:23:59,P3,9.0,False
FilterSetCreated,2146403905,2023-05-04 00:23:50,2023-05-04 00:23:59,P3,9.0,False
FilterSetUpdated,2146404809,2023-05-04 00:23:59,2023-05-04 00:24:00,P3,1.0,False
FilterSetUpdated,2146405278,2023-05-04 00:24:00,2023-05-04 00:24:46,P3,46.0,False
FilterSetCreated,2146403595,2023-05-04 00:24:46,2023-05-04 00:24:46,P3,0.0,False
Task 6,,2023-05-04 00:24:46,2023-05-04 00:24:49,P3,3.0,True
