event,ID,year,municipality,gender,start,end,participant,duration,view,complete
FilterSetUpdated,2146067941,1991,Norrk?ping,male,2023-05-04 00:13:38,2023-05-04 00:13:39,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1990,Norrk?ping,male,2023-05-04 00:13:38,2023-05-04 00:13:39,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1992,Norrk?ping,male,2023-05-04 00:13:38,2023-05-04 00:13:39,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1991,Norrk?ping,male,2023-05-04 00:13:38,2023-05-04 00:13:39,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1994,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1993,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1995,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1994,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1996,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1995,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1997,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1996,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1999,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1997,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2000,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1999,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2001,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2000,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2002,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2001,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2002,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2003,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2004,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2003,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2004,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2004,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:13:39,2023-05-04 00:13:40,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:13:40,2023-05-04 00:13:44,P4,4.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:13:40,2023-05-04 00:13:44,P4,4.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:13:40,2023-05-04 00:13:44,P4,4.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:13:40,2023-05-04 00:13:44,P4,4.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,both,2023-05-04 00:13:44,2023-05-04 00:13:46,P4,2.0,IncomeButton,False
FilterSetDestroyed,2146067626,,,both,2023-05-04 00:13:46,2023-05-04 00:13:50,P4,4.0,IncomeButton,True
FilterSetCreated,2146067466,2017,,both,2023-05-04 00:13:50,2023-05-04 00:13:52,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067466,2017,Norrk?ping,both,2023-05-04 00:13:52,2023-05-04 00:13:54,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,1990,Norrk?ping,both,2023-05-04 00:13:54,2023-05-04 00:13:56,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,1992,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1991,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1993,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1992,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1995,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1994,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1996,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1995,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1997,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1996,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1998,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2000,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1999,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2000,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2001,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2002,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2001,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2002,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2003,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2002,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2003,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2004,Norrk?ping,both,2023-05-04 00:13:56,2023-05-04 00:13:57,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,both,2023-05-04 00:13:57,2023-05-04 00:13:59,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2004,Norrk?ping,both,2023-05-04 00:13:57,2023-05-04 00:13:59,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,both,2023-05-04 00:13:57,2023-05-04 00:13:59,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,both,2023-05-04 00:13:57,2023-05-04 00:13:59,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,both,2023-05-04 00:13:59,2023-05-04 00:14:23,P4,24.0,IncomeButton,False
FilterSetCreated,2146067306,2017,,both,2023-05-04 00:14:23,2023-05-04 00:14:24,P4,1.0,EducationButton,False
FilterSetCreated,2146067076,2017,,both,2023-05-04 00:14:52,2023-05-04 00:14:57,P4,5.0,EducationButton,False
FilterSetUpdated,2146067076,2013,Norrk?ping,both,2023-05-04 00:14:57,2023-05-04 00:14:58,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2012,Norrk?ping,both,2023-05-04 00:14:57,2023-05-04 00:14:58,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2011,Norrk?ping,both,2023-05-04 00:14:57,2023-05-04 00:14:58,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2010,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2009,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2008,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2007,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2006,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2005,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2006,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2005,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2006,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2005,Norrk?ping,both,2023-05-04 00:14:58,2023-05-04 00:14:59,P4,1.0,EducationButton,False
FilterSetUpdated,2146067076,2006,Norrk?ping,both,2023-05-04 00:14:59,2023-05-04 00:15:01,P4,2.0,EducationButton,False
FilterSetUpdated,2146067076,2005,Norrk?ping,both,2023-05-04 00:14:59,2023-05-04 00:15:01,P4,2.0,EducationButton,False
FilterSetUpdated,2146067076,2006,Norrk?ping,both,2023-05-04 00:14:59,2023-05-04 00:15:01,P4,2.0,EducationButton,False
FilterSetUpdated,2146067076,2005,Norrk?ping,both,2023-05-04 00:14:59,2023-05-04 00:15:01,P4,2.0,EducationButton,False
FilterSetUpdated,2146067076,2005,Norrk?ping,both,2023-05-04 00:15:01,2023-05-04 00:15:05,P4,4.0,EducationButton,False
FilterSetCreated,2146066920,2017,,both,2023-05-04 00:15:05,2023-05-04 00:15:09,P4,4.0,EducationButton,False
FilterSetUpdated,2146066920,2017,Norrk?ping,both,2023-05-04 00:15:09,2023-05-04 00:16:35,P4,86.0,EducationButton,False
FilterSetCreated,2146066759,2017,,both,2023-05-04 00:16:35,2023-05-04 00:16:44,P4,9.0,PopulationButton,False
FilterSetCreated,2146066563,2017,,both,2023-05-04 00:16:44,2023-05-04 00:16:50,P4,6.0,AgeButton,False
FilterSetCreated,2146066324,2017,,both,2023-05-04 00:16:50,2023-05-04 00:16:51,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2017,Norrk?ping,both,2023-05-04 00:16:53,2023-05-04 00:16:58,P4,5.0,AgeButton,True
FilterSetUpdated,2146066324,2016,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2014,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2013,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2012,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2011,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2010,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2009,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2008,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2007,Norrk?ping,both,2023-05-04 00:16:58,2023-05-04 00:16:59,P4,1.0,AgeButton,True
FilterSetUpdated,2146066324,2006,Norrk?ping,both,2023-05-04 00:16:59,2023-05-04 00:17:08,P4,9.0,AgeButton,True
FilterSetUpdated,2146066324,2005,Norrk?ping,both,2023-05-04 00:16:59,2023-05-04 00:17:08,P4,9.0,AgeButton,True
FilterSetCreated,2146066167,2017,,both,2023-05-04 00:17:08,2023-05-04 00:17:10,P4,2.0,AgeButton,True
FilterSetUpdated,2146066167,2017,Norrk?ping,both,2023-05-04 00:17:10,2023-05-04 00:17:41,P4,31.0,AgeButton,True
FilterSetDestroyed,2146066324,,,both,2023-05-04 00:17:41,2023-05-04 00:17:42,P4,1.0,AgeButton,True
FilterSetDestroyed,2146066167,,,both,2023-05-04 00:17:42,2023-05-04 00:17:42,P4,0.0,AgeButton,True
Task 6,,,,,2023-05-04 00:17:42,2023-05-04 00:17:45,P4,3.0,AgeButton,True
