event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant,end,duration
DataViewCreated,DataView_2146598554,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:06:39,P2,2023-05-04 00:06:41,2.0
DataViewCreated,DataView_2146598553,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:06:39,P2,2023-05-04 00:06:41,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598600,,,,,,both,2023-05-04 00:06:41,P2,2023-05-04 00:06:45,4.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598598,,,,,,both,2023-05-04 00:06:41,P2,2023-05-04 00:06:45,4.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598441,,,,,,both,2023-05-04 00:06:45,P2,2023-05-04 00:06:48,3.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598439,,,,2017,,female,2023-05-04 00:06:45,P2,2023-05-04 00:06:48,3.0
DataViewCreated,DataView_2146598397,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:06:45,P2,2023-05-04 00:06:48,3.0
DataViewCreated,DataView_2146598396,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:06:45,P2,2023-05-04 00:06:48,3.0
DataViewCreated,DataView_2146598395,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:06:45,P2,2023-05-04 00:06:48,3.0
DataViewCreated,DataView_2146598394,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:06:45,P2,2023-05-04 00:06:48,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598441,,,,,,both,2023-05-04 00:06:48,P2,2023-05-04 00:06:56,8.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598439,,,,,,both,2023-05-04 00:06:48,P2,2023-05-04 00:06:56,8.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598282,,,,,,both,2023-05-04 00:06:56,P2,2023-05-04 00:06:58,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598280,,,,2017,,female,2023-05-04 00:06:56,P2,2023-05-04 00:06:58,2.0
DataViewCreated,DataView_2146598238,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:06:56,P2,2023-05-04 00:06:58,2.0
DataViewCreated,DataView_2146598237,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:06:56,P2,2023-05-04 00:06:58,2.0
DataViewCreated,DataView_2146598236,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:06:56,P2,2023-05-04 00:06:58,2.0
DataViewCreated,DataView_2146598235,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:06:56,P2,2023-05-04 00:06:58,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598282,,,,,,both,2023-05-04 00:06:58,P2,2023-05-04 00:07:07,9.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598280,,,,,,both,2023-05-04 00:06:58,P2,2023-05-04 00:07:07,9.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146598123,,,,,,both,2023-05-04 00:07:07,P2,2023-05-04 00:07:10,3.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146598121,,,,2017,,female,2023-05-04 00:07:07,P2,2023-05-04 00:07:10,3.0
DataViewCreated,DataView_2146598079,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:07:07,P2,2023-05-04 00:07:10,3.0
DataViewCreated,DataView_2146598078,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:07:07,P2,2023-05-04 00:07:10,3.0
DataViewCreated,DataView_2146598077,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:07:07,P2,2023-05-04 00:07:10,3.0
DataViewCreated,DataView_2146598076,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:07:07,P2,2023-05-04 00:07:10,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146598123,,,,,,both,2023-05-04 00:07:10,P2,2023-05-04 00:07:13,3.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146598121,,,,,,both,2023-05-04 00:07:10,P2,2023-05-04 00:07:13,3.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146597964,,,,,,both,2023-05-04 00:07:13,P2,2023-05-04 00:07:15,2.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146597962,,,,2017,,female,2023-05-04 00:07:13,P2,2023-05-04 00:07:15,2.0
DataViewCreated,DataView_2146597920,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:07:13,P2,2023-05-04 00:07:15,2.0
DataViewCreated,DataView_2146597919,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:07:13,P2,2023-05-04 00:07:15,2.0
DataViewCreated,DataView_2146597918,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:07:13,P2,2023-05-04 00:07:15,2.0
DataViewCreated,DataView_2146597917,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:07:13,P2,2023-05-04 00:07:15,2.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146597964,,,,,,both,2023-05-04 00:07:15,P2,2023-05-04 00:07:19,4.0
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146597962,,,,,,both,2023-05-04 00:07:15,P2,2023-05-04 00:07:19,4.0
ActorSpawned,BP_RegionMarker3DWidgets_C_2146597805,,,,,,both,2023-05-04 00:07:19,P2,2023-05-04 00:07:22,3.0
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146597803,,,,2017,,female,2023-05-04 00:07:19,P2,2023-05-04 00:07:22,3.0
DataViewCreated,DataView_2146597761,Income-Main,Income,"[Income, Year]",,,both,2023-05-04 00:07:19,P2,2023-05-04 00:07:22,3.0
DataViewCreated,DataView_2146597760,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,both,2023-05-04 00:07:19,P2,2023-05-04 00:07:22,3.0
DataViewCreated,DataView_2146597759,Income-Education-Side,EducationIncome,"[Education, Year]",,,both,2023-05-04 00:07:19,P2,2023-05-04 00:07:22,3.0
DataViewCreated,DataView_2146597758,AverageIncome-Nation,AverageIncome,[Year],,,both,2023-05-04 00:07:19,P2,2023-05-04 00:07:22,3.0
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146597805,,,,,,both,2023-05-04 00:07:22,P2,2023-05-04 00:07:29,7.0
