event,ID,year,municipality,gender,start,end,participant,duration,view,complete
FilterSetUpdated,2146752300,2005,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2007,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2006,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2008,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2007,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2008,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2009,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2010,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2009,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2011,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2010,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2012,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2011,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2012,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2013,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2012,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2014,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2013,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2014,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2015,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2014,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2016,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2015,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2017,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2016,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetUpdated,2146752300,2017,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
FilterSetDestroyed,2146752300,,,both,2023-05-04 00:11:19,2023-05-04 00:11:20,P6,1.0,IncomeButton,True
FilterSetDestroyed,2146752144,,,both,2023-05-04 00:11:20,2023-05-04 00:11:28,P6,8.0,IncomeButton,True
Task 5,,,,,2023-05-04 00:11:28,2023-05-04 00:11:41,P6,13.0,IncomeButton,True
FilterSetCreated,2146751980,2017,,both,2023-05-04 00:11:41,2023-05-04 00:11:58,P6,17.0,IncomeButton,True
FilterSetDestroyed,2146751980,,,both,2023-05-04 00:11:58,2023-05-04 00:11:59,P6,1.0,IncomeButton,True
FilterSetCreated,2146751820,2017,,both,2023-05-04 00:11:59,2023-05-04 00:12:02,P6,3.0,AgeButton,False
FilterSetCreated,2146751581,2017,,both,2023-05-04 00:12:02,2023-05-04 00:12:12,P6,10.0,AgeButton,True
FilterSetUpdated,2146751581,2016,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2017,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2015,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2016,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2014,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2015,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2014,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2013,Norrk?ping,both,2023-05-04 00:12:12,2023-05-04 00:12:13,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2012,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2011,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2012,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2011,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2010,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2011,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2010,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2009,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2010,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2009,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2008,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2009,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2008,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2007,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2008,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2007,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2006,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2007,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2006,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2005,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2006,Norrk?ping,both,2023-05-04 00:12:13,2023-05-04 00:12:14,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2005,Norrk?ping,both,2023-05-04 00:12:14,2023-05-04 00:12:16,P6,2.0,AgeButton,True
FilterSetUpdated,2146751581,2003,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2004,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2005,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2006,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2007,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2008,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2009,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2010,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2011,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2012,Norrk?ping,both,2023-05-04 00:12:16,2023-05-04 00:12:17,P6,1.0,AgeButton,True
FilterSetUpdated,2146751581,2013,Norrk?ping,both,2023-05-04 00:12:17,2023-05-04 00:12:23,P6,6.0,AgeButton,True
FilterSetUpdated,2146751581,2014,Norrk?ping,both,2023-05-04 00:12:17,2023-05-04 00:12:23,P6,6.0,AgeButton,True
FilterSetUpdated,2146751581,2015,Norrk?ping,both,2023-05-04 00:12:17,2023-05-04 00:12:23,P6,6.0,AgeButton,True
FilterSetUpdated,2146751581,2016,Norrk?ping,both,2023-05-04 00:12:17,2023-05-04 00:12:23,P6,6.0,AgeButton,True
FilterSetUpdated,2146751581,2017,Norrk?ping,both,2023-05-04 00:12:17,2023-05-04 00:12:23,P6,6.0,AgeButton,True
FilterSetDestroyed,2146751581,,,both,2023-05-04 00:12:23,2023-05-04 00:12:24,P6,1.0,AgeButton,True
FilterSetCreated,2146751418,2017,,both,2023-05-04 00:12:24,2023-05-04 00:12:29,P6,5.0,EducationButton,False
FilterSetCreated,2146751179,2017,,both,2023-05-04 00:12:29,2023-05-04 00:12:50,P6,21.0,EducationButton,True
FilterSetUpdated,2146751179,2016,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2015,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2014,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2013,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2012,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2011,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2010,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2009,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2008,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2007,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2006,Norrk?ping,both,2023-05-04 00:12:50,2023-05-04 00:12:51,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2005,Norrk?ping,both,2023-05-04 00:12:51,2023-05-04 00:12:55,P6,4.0,EducationButton,True
FilterSetUpdated,2146751179,2004,Norrk?ping,both,2023-05-04 00:12:51,2023-05-04 00:12:55,P6,4.0,EducationButton,True
FilterSetUpdated,2146751179,2005,Norrk?ping,both,2023-05-04 00:12:51,2023-05-04 00:12:55,P6,4.0,EducationButton,True
FilterSetUpdated,2146751179,2006,Norrk?ping,both,2023-05-04 00:12:55,2023-05-04 00:12:56,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2007,Norrk?ping,both,2023-05-04 00:12:55,2023-05-04 00:12:56,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2008,Norrk?ping,both,2023-05-04 00:12:55,2023-05-04 00:12:56,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2009,Norrk?ping,both,2023-05-04 00:12:55,2023-05-04 00:12:56,P6,1.0,EducationButton,True
FilterSetUpdated,2146751179,2010,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetUpdated,2146751179,2012,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetUpdated,2146751179,2013,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetUpdated,2146751179,2014,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetUpdated,2146751179,2015,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetUpdated,2146751179,2016,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetUpdated,2146751179,2017,Norrk?ping,both,2023-05-04 00:12:56,2023-05-04 00:13:01,P6,5.0,EducationButton,True
FilterSetDestroyed,2146751179,,,both,2023-05-04 00:13:01,2023-05-04 00:13:04,P6,3.0,EducationButton,True
FilterSetCreated,2146751016,2017,,both,2023-05-04 00:13:04,2023-05-04 00:13:06,P6,2.0,PopulationButton,False
FilterSetCreated,2146750824,2017,,both,2023-05-04 00:13:06,2023-05-04 00:13:08,P6,2.0,PopulationButton,True
FilterSetUpdated,2146750824,2016,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2017,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2016,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2014,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2015,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2014,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2013,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2014,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2012,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2013,Norrk?ping,both,2023-05-04 00:13:08,2023-05-04 00:13:09,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2011,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2012,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2011,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2010,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2011,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2010,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2009,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2010,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2008,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2009,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2008,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2007,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2006,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2007,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2006,Norrk?ping,both,2023-05-04 00:13:09,2023-05-04 00:13:10,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2005,Norrk?ping,both,2023-05-04 00:13:10,2023-05-04 00:13:12,P6,2.0,PopulationButton,True
FilterSetUpdated,2146750824,2006,Norrk?ping,both,2023-05-04 00:13:10,2023-05-04 00:13:12,P6,2.0,PopulationButton,True
FilterSetUpdated,2146750824,2005,Norrk?ping,both,2023-05-04 00:13:10,2023-05-04 00:13:12,P6,2.0,PopulationButton,True
FilterSetUpdated,2146750824,2006,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2005,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2007,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2006,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2008,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2007,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2008,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2009,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2010,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2009,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2010,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2011,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2010,Norrk?ping,both,2023-05-04 00:13:12,2023-05-04 00:13:13,P6,1.0,PopulationButton,True
FilterSetUpdated,2146750824,2012,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2011,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2012,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2013,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2014,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2013,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2015,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2014,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2015,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2016,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2017,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2016,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetUpdated,2146750824,2017,Norrk?ping,both,2023-05-04 00:13:13,2023-05-04 00:13:19,P6,6.0,PopulationButton,True
FilterSetDestroyed,2146750824,,,both,2023-05-04 00:13:19,2023-05-04 00:13:29,P6,10.0,PopulationButton,True
FilterSetCreated,2146750708,2017,,both,2023-05-04 00:13:29,2023-05-04 00:13:31,P6,2.0,IncomeButton,False
FilterSetCreated,2146750479,2017,,both,2023-05-04 00:13:31,2023-05-04 00:13:38,P6,7.0,IncomeButton,False
FilterSetCreated,2146750324,2017,,both,2023-05-04 00:13:38,2023-05-04 00:13:41,P6,3.0,IncomeButton,False
FilterSetUpdated,2146750324,2016,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2015,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2016,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2014,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2015,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2014,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2013,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2014,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2012,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2013,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2012,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2011,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2012,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2011,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2010,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2009,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2008,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2009,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2008,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2007,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2008,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2007,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2006,Norrk?ping,both,2023-05-04 00:13:41,2023-05-04 00:13:42,P6,1.0,IncomeButton,False
FilterSetUpdated,2146750324,2005,Norrk?ping,both,2023-05-04 00:13:42,2023-05-04 00:14:54,P6,72.0,IncomeButton,False
FilterSetUpdated,2146750324,2006,Norrk?ping,both,2023-05-04 00:13:42,2023-05-04 00:14:54,P6,72.0,IncomeButton,False
FilterSetUpdated,2146750324,2005,Norrk?ping,both,2023-05-04 00:13:42,2023-05-04 00:14:54,P6,72.0,IncomeButton,False
FilterSetUpdated,2146750708,2013,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2012,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2011,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2010,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2009,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2008,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2007,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2006,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2005,,both,2023-05-04 00:14:54,2023-05-04 00:15:04,P6,10.0,IncomeButton,False
FilterSetUpdated,2146750708,2006,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
