event,ID,year,municipality,gender,start,end,participant,duration,view,complete
FilterSetCreated,2146754715,2017,,both,2023-05-04 00:04:16,2023-05-04 00:04:18,P6,2.0,IncomeButton,True
FilterSetUpdated,2146754715,2017,Katrineholm,both,2023-05-04 00:04:18,2023-05-04 00:04:22,P6,4.0,IncomeButton,True
FilterSetUpdated,2146754715,2017,Katrineholm,female,2023-05-04 00:04:22,2023-05-04 00:04:58,P6,36.0,IncomeButton,True
FilterSetDestroyed,2146754871,,,both,2023-05-04 00:04:58,2023-05-04 00:04:59,P6,1.0,IncomeButton,True
FilterSetDestroyed,2146754715,,,both,2023-05-04 00:04:59,2023-05-04 00:05:00,P6,1.0,IncomeButton,True
FilterSetDestroyed,2146755027,,,both,2023-05-04 00:05:00,2023-05-04 00:05:01,P6,1.0,IncomeButton,True
FilterSetUpdated,2146755339,2006,?tvidaberg,female,2023-05-04 00:05:01,2023-05-04 00:05:03,P6,2.0,IncomeButton,True
FilterSetUpdated,2146755339,2007,?tvidaberg,female,2023-05-04 00:05:01,2023-05-04 00:05:03,P6,2.0,IncomeButton,True
FilterSetUpdated,2146755339,2006,?tvidaberg,female,2023-05-04 00:05:01,2023-05-04 00:05:03,P6,2.0,IncomeButton,True
FilterSetUpdated,2146755339,2005,?tvidaberg,female,2023-05-04 00:05:01,2023-05-04 00:05:03,P6,2.0,IncomeButton,True
FilterSetUpdated,2146755339,2004,?tvidaberg,female,2023-05-04 00:05:01,2023-05-04 00:05:03,P6,2.0,IncomeButton,True
FilterSetUpdated,2146755339,2003,?tvidaberg,female,2023-05-04 00:05:01,2023-05-04 00:05:03,P6,2.0,IncomeButton,True
FilterSetDestroyed,2146755339,,,both,2023-05-04 00:05:03,2023-05-04 00:05:07,P6,4.0,IncomeButton,True
FilterSetDestroyed,2146755183,,,both,2023-05-04 00:05:07,2023-05-04 00:05:10,P6,3.0,IncomeButton,True
FilterSetCreated,2146754539,2017,,both,2023-05-04 00:05:10,2023-05-04 00:05:12,P6,2.0,IncomeButton,True
FilterSetUpdated,2146754539,2017,?tvidaberg,both,2023-05-04 00:05:12,2023-05-04 00:05:13,P6,1.0,IncomeButton,True
FilterSetUpdated,2146754539,2017,?tvidaberg,female,2023-05-04 00:05:13,2023-05-04 00:05:15,P6,2.0,IncomeButton,True
FilterSetUpdated,2146754539,2011,?tvidaberg,female,2023-05-04 00:05:15,2023-05-04 00:05:21,P6,6.0,IncomeButton,True
FilterSetUpdated,2146754539,2014,?tvidaberg,female,2023-05-04 00:05:15,2023-05-04 00:05:21,P6,6.0,IncomeButton,True
FilterSetUpdated,2146754539,2017,?tvidaberg,female,2023-05-04 00:05:15,2023-05-04 00:05:21,P6,6.0,IncomeButton,True
FilterSetCreated,2146754383,2017,,both,2023-05-04 00:05:21,2023-05-04 00:05:24,P6,3.0,IncomeButton,True
FilterSetUpdated,2146754383,2017,Boxholm,both,2023-05-04 00:05:24,2023-05-04 00:05:26,P6,2.0,IncomeButton,True
FilterSetUpdated,2146754383,2017,Boxholm,female,2023-05-04 00:05:26,2023-05-04 00:05:32,P6,6.0,IncomeButton,True
FilterSetCreated,2146754227,2017,,both,2023-05-04 00:05:32,2023-05-04 00:05:35,P6,3.0,IncomeButton,True
FilterSetUpdated,2146754227,2017,Finsp?ng,both,2023-05-04 00:05:35,2023-05-04 00:05:38,P6,3.0,IncomeButton,True
FilterSetUpdated,2146754227,2017,Finsp?ng,female,2023-05-04 00:05:38,2023-05-04 00:05:42,P6,4.0,IncomeButton,True
FilterSetCreated,2146754071,2017,,both,2023-05-04 00:05:42,2023-05-04 00:05:44,P6,2.0,IncomeButton,True
FilterSetUpdated,2146754071,2017,Kinda,both,2023-05-04 00:05:44,2023-05-04 00:05:46,P6,2.0,IncomeButton,True
FilterSetUpdated,2146754071,2017,Kinda,female,2023-05-04 00:05:46,2023-05-04 00:05:53,P6,7.0,IncomeButton,True
FilterSetCreated,2146753915,2017,,both,2023-05-04 00:05:53,2023-05-04 00:05:54,P6,1.0,IncomeButton,True
FilterSetUpdated,2146753915,2017,Link?ping,both,2023-05-04 00:05:54,2023-05-04 00:05:56,P6,2.0,IncomeButton,True
FilterSetUpdated,2146753915,2017,Link?ping,female,2023-05-04 00:05:56,2023-05-04 00:06:02,P6,6.0,IncomeButton,True
FilterSetCreated,2146753759,2017,,both,2023-05-04 00:06:02,2023-05-04 00:06:04,P6,2.0,IncomeButton,True
FilterSetUpdated,2146753759,2017,Mj?lby,both,2023-05-04 00:06:04,2023-05-04 00:06:05,P6,1.0,IncomeButton,True
FilterSetUpdated,2146753759,2017,Mj?lby,female,2023-05-04 00:06:05,2023-05-04 00:06:10,P6,5.0,IncomeButton,True
FilterSetCreated,2146753603,2017,,both,2023-05-04 00:06:10,2023-05-04 00:06:12,P6,2.0,IncomeButton,True
FilterSetUpdated,2146753603,2017,Motala,both,2023-05-04 00:06:12,2023-05-04 00:06:13,P6,1.0,IncomeButton,True
FilterSetUpdated,2146753603,2017,Motala,female,2023-05-04 00:06:13,2023-05-04 00:06:20,P6,7.0,IncomeButton,True
FilterSetCreated,2146753447,2017,,both,2023-05-04 00:06:20,2023-05-04 00:06:22,P6,2.0,IncomeButton,True
FilterSetUpdated,2146753447,2017,Norrk?ping,both,2023-05-04 00:06:22,2023-05-04 00:06:23,P6,1.0,IncomeButton,True
FilterSetUpdated,2146753447,2017,Norrk?ping,female,2023-05-04 00:06:23,2023-05-04 00:06:27,P6,4.0,IncomeButton,True
FilterSetCreated,2146753291,2017,,both,2023-05-04 00:06:27,2023-05-04 00:06:30,P6,3.0,IncomeButton,True
FilterSetUpdated,2146753291,2017,?desh?g,both,2023-05-04 00:06:30,2023-05-04 00:06:31,P6,1.0,IncomeButton,True
FilterSetUpdated,2146753291,2017,?desh?g,female,2023-05-04 00:06:31,2023-05-04 00:07:32,P6,61.0,IncomeButton,True
FilterSetDestroyed,2146753759,,,both,2023-05-04 00:07:32,2023-05-04 00:07:37,P6,5.0,IncomeButton,True
FilterSetDestroyed,2146753603,,,both,2023-05-04 00:07:37,2023-05-04 00:07:40,P6,3.0,IncomeButton,True
FilterSetDestroyed,2146753447,,,both,2023-05-04 00:07:40,2023-05-04 00:07:43,P6,3.0,IncomeButton,True
FilterSetDestroyed,2146754071,,,both,2023-05-04 00:07:43,2023-05-04 00:07:46,P6,3.0,IncomeButton,True
FilterSetDestroyed,2146753291,,,both,2023-05-04 00:07:46,2023-05-04 00:07:56,P6,10.0,IncomeButton,True
FilterSetDestroyed,2146754227,,,both,2023-05-04 00:07:56,2023-05-04 00:07:58,P6,2.0,IncomeButton,True
FilterSetDestroyed,2146754383,,,both,2023-05-04 00:07:58,2023-05-04 00:08:00,P6,2.0,IncomeButton,True
FilterSetCreated,2146753107,2017,,both,2023-05-04 00:08:00,2023-05-04 00:08:03,P6,3.0,IncomeButton,False
FilterSetDestroyed,2146754539,,,both,2023-05-04 00:08:03,2023-05-04 00:08:08,P6,5.0,IncomeButton,True
FilterSetCreated,2146752948,2017,,both,2023-05-04 00:08:08,2023-05-04 00:08:10,P6,2.0,IncomeButton,True
FilterSetUpdated,2146752948,2017,S?derk?ping,both,2023-05-04 00:08:10,2023-05-04 00:08:11,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752948,2017,S?derk?ping,female,2023-05-04 00:08:11,2023-05-04 00:08:15,P6,4.0,IncomeButton,True
FilterSetDestroyed,2146752948,,,both,2023-05-04 00:08:15,2023-05-04 00:08:38,P6,23.0,IncomeButton,True
FilterSetDestroyed,2146755890,,,both,2023-05-04 00:08:38,2023-05-04 00:08:44,P6,6.0,IncomeButton,True
FilterSetCreated,2146752784,2017,,both,2023-05-04 00:08:44,2023-05-04 00:08:46,P6,2.0,IncomeButton,True
FilterSetUpdated,2146752784,2017,Vadstena,both,2023-05-04 00:08:46,2023-05-04 00:08:47,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752784,2017,Vadstena,female,2023-05-04 00:08:47,2023-05-04 00:08:50,P6,3.0,IncomeButton,True
FilterSetDestroyed,2146752784,,,both,2023-05-04 00:08:50,2023-05-04 00:08:53,P6,3.0,IncomeButton,True
FilterSetCreated,2146752624,2017,,both,2023-05-04 00:08:53,2023-05-04 00:08:55,P6,2.0,IncomeButton,True
FilterSetUpdated,2146752624,2017,Valdemarsvik,both,2023-05-04 00:08:55,2023-05-04 00:08:56,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752624,2017,Valdemarsvik,female,2023-05-04 00:08:56,2023-05-04 00:09:00,P6,4.0,IncomeButton,True
FilterSetDestroyed,2146752624,,,both,2023-05-04 00:09:00,2023-05-04 00:09:38,P6,38.0,IncomeButton,True
FilterSetCreated,2146752464,2017,,both,2023-05-04 00:09:38,2023-05-04 00:09:40,P6,2.0,IncomeButton,True
FilterSetUpdated,2146752464,2017,Ydre,both,2023-05-04 00:09:40,2023-05-04 00:09:46,P6,6.0,IncomeButton,True
FilterSetDestroyed,2146753915,,,both,2023-05-04 00:09:46,2023-05-04 00:09:52,P6,6.0,IncomeButton,True
FilterSetDestroyed,2146752464,,,both,2023-05-04 00:09:52,2023-05-04 00:10:06,P6,14.0,IncomeButton,True
Task 4,,,,,2023-05-04 00:10:06,2023-05-04 00:10:08,P6,2.0,IncomeButton,True
FilterSetCreated,2146752300,2017,,both,2023-05-04 00:10:08,2023-05-04 00:10:13,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2017,Norrk?ping,both,2023-05-04 00:10:13,2023-05-04 00:10:20,P6,7.0,IncomeButton,True
FilterSetCreated,2146752144,2017,,both,2023-05-04 00:10:20,2023-05-04 00:10:21,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2017,Norrk?ping,both,2023-05-04 00:10:21,2023-05-04 00:10:25,P6,4.0,IncomeButton,True
FilterSetUpdated,2146752300,2016,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2017,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2016,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2015,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2016,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2015,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2014,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2013,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2014,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2013,Norrk?ping,both,2023-05-04 00:10:25,2023-05-04 00:10:26,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2012,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2013,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2012,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2011,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2012,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2011,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2010,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2011,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2010,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2009,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2010,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2009,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2008,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2009,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2008,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2007,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2008,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2007,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2006,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2007,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2006,Norrk?ping,both,2023-05-04 00:10:26,2023-05-04 00:10:27,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2006,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2003,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2003,Norrk?ping,both,2023-05-04 00:10:27,2023-05-04 00:10:28,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2004,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,both,2023-05-04 00:10:28,2023-05-04 00:10:33,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2005,Norrk?ping,male,2023-05-04 00:10:33,2023-05-04 00:10:37,P6,4.0,IncomeButton,True
FilterSetUpdated,2146752144,2017,Norrk?ping,female,2023-05-04 00:10:37,2023-05-04 00:10:39,P6,2.0,IncomeButton,True
FilterSetUpdated,2146752144,2016,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2017,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2015,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2016,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2014,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2013,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2014,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2012,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2013,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2011,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2012,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2010,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2011,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2010,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2009,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2008,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2009,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2008,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2007,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2008,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2007,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2006,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2007,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2006,Norrk?ping,female,2023-05-04 00:10:39,2023-05-04 00:10:40,P6,1.0,IncomeButton,True
FilterSetUpdated,2146752144,2005,Norrk?ping,female,2023-05-04 00:10:40,2023-05-04 00:10:59,P6,19.0,IncomeButton,True
FilterSetUpdated,2146752144,2006,Norrk?ping,female,2023-05-04 00:10:40,2023-05-04 00:10:59,P6,19.0,IncomeButton,True
FilterSetUpdated,2146752144,2005,Norrk?ping,female,2023-05-04 00:10:40,2023-05-04 00:10:59,P6,19.0,IncomeButton,True
FilterSetUpdated,2146752144,2006,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2005,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2007,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2006,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2007,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2009,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2008,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2010,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2009,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2011,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2010,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2012,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2014,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2013,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2015,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2014,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2016,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2015,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2017,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2016,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752144,2017,Norrk?ping,female,2023-05-04 00:10:59,2023-05-04 00:11:04,P6,5.0,IncomeButton,True
FilterSetUpdated,2146752300,2006,Norrk?ping,male,2023-05-04 00:11:04,2023-05-04 00:11:19,P6,15.0,IncomeButton,True
