event,ID,year,municipality,gender,start,end,participant,duration,view,complete
FilterSetUpdated,2147021477,2008,Norrk?ping,both,2023-05-04 00:05:22,2023-05-04 00:05:23,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2007,Norrk?ping,both,2023-05-04 00:05:22,2023-05-04 00:05:23,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2008,Norrk?ping,both,2023-05-04 00:05:22,2023-05-04 00:05:23,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2007,Norrk?ping,both,2023-05-04 00:05:22,2023-05-04 00:05:23,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2006,Norrk?ping,both,2023-05-04 00:05:23,2023-05-04 00:05:24,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2007,Norrk?ping,both,2023-05-04 00:05:23,2023-05-04 00:05:24,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2006,Norrk?ping,both,2023-05-04 00:05:23,2023-05-04 00:05:24,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2005,Norrk?ping,both,2023-05-04 00:05:24,2023-05-04 00:05:25,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2006,Norrk?ping,both,2023-05-04 00:05:24,2023-05-04 00:05:25,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2005,Norrk?ping,both,2023-05-04 00:05:24,2023-05-04 00:05:25,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2006,Norrk?ping,both,2023-05-04 00:05:25,2023-05-04 00:05:30,P7,5.0,IncomeButton,True
FilterSetUpdated,2147021477,2005,Norrk?ping,both,2023-05-04 00:05:25,2023-05-04 00:05:30,P7,5.0,IncomeButton,True
FilterSetUpdated,2147021477,2005,Norrk?ping,both,2023-05-04 00:05:30,2023-05-04 00:05:31,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2005,Norrk?ping,male,2023-05-04 00:05:31,2023-05-04 00:05:32,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021477,2005,Norrk?ping,male,2023-05-04 00:05:32,2023-05-04 00:05:40,P7,8.0,IncomeButton,True
FilterSetCreated,2147021320,2017,,both,2023-05-04 00:05:40,2023-05-04 00:05:43,P7,3.0,IncomeButton,True
FilterSetUpdated,2147021320,2016,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2017,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2015,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2016,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2015,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2014,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2013,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2014,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2013,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2012,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2011,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2010,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2011,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2010,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2009,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2010,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2009,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2008,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2009,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2008,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2007,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2008,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2007,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2006,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2007,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2006,Norrk?ping,both,2023-05-04 00:05:43,2023-05-04 00:05:44,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021320,2005,Norrk?ping,both,2023-05-04 00:05:44,2023-05-04 00:05:46,P7,2.0,IncomeButton,True
FilterSetUpdated,2147021320,2006,Norrk?ping,both,2023-05-04 00:05:44,2023-05-04 00:05:46,P7,2.0,IncomeButton,True
FilterSetUpdated,2147021320,2005,Norrk?ping,both,2023-05-04 00:05:44,2023-05-04 00:05:46,P7,2.0,IncomeButton,True
FilterSetUpdated,2147021320,2005,Norrk?ping,both,2023-05-04 00:05:46,2023-05-04 00:05:48,P7,2.0,IncomeButton,True
FilterSetUpdated,2147021320,2005,Norrk?ping,female,2023-05-04 00:05:48,2023-05-04 00:05:50,P7,2.0,IncomeButton,True
FilterSetUpdated,2147021320,2005,Norrk?ping,female,2023-05-04 00:05:50,2023-05-04 00:05:56,P7,6.0,IncomeButton,True
FilterSetCreated,2147021163,2017,,both,2023-05-04 00:05:56,2023-05-04 00:06:02,P7,6.0,IncomeButton,True
FilterSetUpdated,2147021163,2017,Norrk?ping,both,2023-05-04 00:06:02,2023-05-04 00:06:03,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021163,2017,Norrk?ping,male,2023-05-04 00:06:03,2023-05-04 00:06:04,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021163,2017,Norrk?ping,male,2023-05-04 00:06:04,2023-05-04 00:06:07,P7,3.0,IncomeButton,True
FilterSetCreated,2147021006,2017,,both,2023-05-04 00:06:07,2023-05-04 00:06:10,P7,3.0,IncomeButton,True
FilterSetUpdated,2147021006,2017,Norrk?ping,both,2023-05-04 00:06:10,2023-05-04 00:06:11,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021006,2017,Norrk?ping,female,2023-05-04 00:06:11,2023-05-04 00:06:12,P7,1.0,IncomeButton,True
FilterSetUpdated,2147021006,2017,Norrk?ping,female,2023-05-04 00:06:12,2023-05-04 00:07:04,P7,52.0,IncomeButton,True
Task 5,,,,,2023-05-04 00:07:04,2023-05-04 00:07:16,P7,12.0,IncomeButton,True
FilterSetDestroyed,2147021006,,,both,2023-05-04 00:07:16,2023-05-04 00:07:18,P7,2.0,IncomeButton,True
FilterSetDestroyed,2147021163,,,both,2023-05-04 00:07:18,2023-05-04 00:07:19,P7,1.0,IncomeButton,True
FilterSetDestroyed,2147021320,,,both,2023-05-04 00:07:18,2023-05-04 00:07:19,P7,1.0,IncomeButton,True
FilterSetDestroyed,2147021477,,,both,2023-05-04 00:07:19,2023-05-04 00:07:22,P7,3.0,IncomeButton,True
FilterSetCreated,2147020832,2017,,both,2023-05-04 00:07:22,2023-05-04 00:07:27,P7,5.0,IncomeButton,False
FilterSetCreated,2147020677,2017,,both,2023-05-04 00:07:27,2023-05-04 00:07:33,P7,6.0,IncomeButton,False
FilterSetUpdated,2147020677,2016,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2017,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2016,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2015,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2016,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2015,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2014,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2013,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2014,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2013,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2012,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2011,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2010,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2011,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2010,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2009,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2010,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2009,Norrk?ping,both,2023-05-04 00:07:33,2023-05-04 00:07:34,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2008,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2009,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2008,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2007,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2008,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2007,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2006,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2007,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2006,Norrk?ping,both,2023-05-04 00:07:34,2023-05-04 00:07:35,P7,1.0,IncomeButton,False
FilterSetUpdated,2147020677,2005,Norrk?ping,both,2023-05-04 00:07:35,2023-05-04 00:07:45,P7,10.0,IncomeButton,False
FilterSetUpdated,2147020677,2006,Norrk?ping,both,2023-05-04 00:07:35,2023-05-04 00:07:45,P7,10.0,IncomeButton,False
FilterSetUpdated,2147020677,2005,Norrk?ping,both,2023-05-04 00:07:35,2023-05-04 00:07:45,P7,10.0,IncomeButton,False
FilterSetCreated,2147020518,2017,,both,2023-05-04 00:07:45,2023-05-04 00:07:51,P7,6.0,EducationButton,False
FilterSetCreated,2147020289,2017,,both,2023-05-04 00:07:51,2023-05-04 00:08:04,P7,13.0,EducationButton,False
FilterSetUpdated,2147020289,2017,Norrk?ping,both,2023-05-04 00:08:04,2023-05-04 00:08:07,P7,3.0,EducationButton,False
FilterSetUpdated,2147020289,2017,Norrk?ping,both,2023-05-04 00:08:07,2023-05-04 00:08:13,P7,6.0,EducationButton,False
FilterSetCreated,2147020132,2017,,both,2023-05-04 00:08:13,2023-05-04 00:08:17,P7,4.0,EducationButton,False
FilterSetUpdated,2147020132,2016,Norrk?ping,both,2023-05-04 00:08:17,2023-05-04 00:08:18,P7,1.0,EducationButton,False
FilterSetUpdated,2147020132,2017,Norrk?ping,both,2023-05-04 00:08:17,2023-05-04 00:08:18,P7,1.0,EducationButton,False
FilterSetUpdated,2147020132,2016,Norrk?ping,both,2023-05-04 00:08:17,2023-05-04 00:08:18,P7,1.0,EducationButton,False
FilterSetUpdated,2147020132,2015,Norrk?ping,both,2023-05-04 00:08:17,2023-05-04 00:08:18,P7,1.0,EducationButton,False
FilterSetUpdated,2147020132,2014,Norrk?ping,both,2023-05-04 00:08:17,2023-05-04 00:08:18,P7,1.0,EducationButton,False
FilterSetUpdated,2147020132,2013,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2012,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2011,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2010,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2009,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2008,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2007,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2006,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetUpdated,2147020132,2005,Norrk?ping,both,2023-05-04 00:08:18,2023-05-04 00:08:28,P7,10.0,EducationButton,False
FilterSetCreated,2147019973,2017,,both,2023-05-04 00:08:28,2023-05-04 00:08:31,P7,3.0,PopulationButton,False
FilterSetCreated,2147019791,2017,,both,2023-05-04 00:08:31,2023-05-04 00:08:37,P7,6.0,PopulationButton,False
FilterSetUpdated,2147019791,2017,Norrk?ping,both,2023-05-04 00:08:37,2023-05-04 00:08:40,P7,3.0,PopulationButton,False
FilterSetUpdated,2147019791,2017,Norrk?ping,both,2023-05-04 00:08:40,2023-05-04 00:08:41,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2016,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2015,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2016,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2014,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2015,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2013,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2012,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2013,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2011,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2010,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2011,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2009,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2010,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
FilterSetUpdated,2147019791,2008,Norrk?ping,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P7,1.0,PopulationButton,False
