event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
DataViewCreated,DataView_2146752739,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:44,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752784,,,,2017,Vadstena,,2023-05-04 00:08:46,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752784,,,,2017,Vadstena,female,2023-05-04 00:08:47,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146752786,,,,,,,2023-05-04 00:08:50,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146752784,,,,,,,2023-05-04 00:08:50,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146752626,,,,,,,2023-05-04 00:08:53,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146752624,,,,2017,,,2023-05-04 00:08:53,P6
DataViewCreated,DataView_2146752582,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:53,P6
DataViewCreated,DataView_2146752581,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:53,P6
DataViewCreated,DataView_2146752580,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:53,P6
DataViewCreated,DataView_2146752579,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:53,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752624,,,,2017,Valdemarsvik,,2023-05-04 00:08:55,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752624,,,,2017,Valdemarsvik,female,2023-05-04 00:08:56,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146752626,,,,,,,2023-05-04 00:09:00,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146752624,,,,,,,2023-05-04 00:09:00,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146752466,,,,,,,2023-05-04 00:09:38,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146752464,,,,2017,,,2023-05-04 00:09:38,P6
DataViewCreated,DataView_2146752422,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:09:38,P6
DataViewCreated,DataView_2146752421,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:09:38,P6
DataViewCreated,DataView_2146752420,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:09:38,P6
DataViewCreated,DataView_2146752419,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:09:38,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752464,,,,2017,Ydre,,2023-05-04 00:09:40,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146753917,,,,,,,2023-05-04 00:09:46,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146753915,,,,,,,2023-05-04 00:09:46,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146752466,,,,,,,2023-05-04 00:09:52,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146752464,,,,,,,2023-05-04 00:09:52,P6
Task 4,,,,,,,,2023-05-04 00:10:06,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146752302,,,,,,,2023-05-04 00:10:08,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2017,,,2023-05-04 00:10:08,P6
DataViewCreated,DataView_2146752258,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:08,P6
DataViewCreated,DataView_2146752257,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:08,P6
DataViewCreated,DataView_2146752256,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:08,P6
DataViewCreated,DataView_2146752255,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:08,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2017,Norrk?ping,,2023-05-04 00:10:13,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146752146,,,,,,,2023-05-04 00:10:20,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2017,,,2023-05-04 00:10:20,P6
DataViewCreated,DataView_2146752102,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:20,P6
DataViewCreated,DataView_2146752101,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:20,P6
DataViewCreated,DataView_2146752100,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:20,P6
DataViewCreated,DataView_2146752099,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:20,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2017,Norrk?ping,,2023-05-04 00:10:21,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2016,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2017,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2016,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2015,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2016,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2015,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2014,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2013,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2014,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2013,Norrk?ping,,2023-05-04 00:10:25,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2012,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2013,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2012,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2011,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2012,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2011,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2010,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2011,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2010,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2009,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2010,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2009,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2008,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2009,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2008,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2007,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2008,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2007,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2006,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2007,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2006,Norrk?ping,,2023-05-04 00:10:26,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2006,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2003,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2003,Norrk?ping,,2023-05-04 00:10:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2004,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,,2023-05-04 00:10:28,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,male,2023-05-04 00:10:33,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2017,Norrk?ping,female,2023-05-04 00:10:37,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2016,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2017,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2015,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2016,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2014,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2013,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2014,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2012,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2013,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2011,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2012,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2010,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2011,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2010,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2009,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2008,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2009,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2008,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2007,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2008,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2007,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2006,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2007,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2006,Norrk?ping,female,2023-05-04 00:10:39,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2005,Norrk?ping,female,2023-05-04 00:10:40,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2006,Norrk?ping,female,2023-05-04 00:10:40,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2005,Norrk?ping,female,2023-05-04 00:10:40,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2006,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2005,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2007,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2006,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2007,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2009,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2008,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2010,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2009,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2011,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2010,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2012,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2014,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2013,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2015,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2014,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2016,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2015,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2017,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2016,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752144,,,,2017,Norrk?ping,female,2023-05-04 00:10:59,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2006,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2005,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2007,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2006,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2008,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2007,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2008,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2009,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2010,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2009,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2011,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2010,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2012,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2011,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2012,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2013,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2012,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2014,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2013,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2014,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2015,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2014,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2016,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2015,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2017,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2016,Norrk?ping,male,2023-05-04 00:11:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752300,,,,2017,Norrk?ping,male,2023-05-04 00:11:04,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146752302,,,,,,,2023-05-04 00:11:19,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146752300,,,,,,,2023-05-04 00:11:19,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146752146,,,,,,,2023-05-04 00:11:20,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146752144,,,,,,,2023-05-04 00:11:20,P6
Task 5,,,,,,,,2023-05-04 00:11:28,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146751982,,,,,,,2023-05-04 00:11:41,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146751980,,,,2017,,,2023-05-04 00:11:41,P6
DataViewCreated,DataView_2146751938,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:11:41,P6
DataViewCreated,DataView_2146751937,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:11:41,P6
DataViewCreated,DataView_2146751936,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:11:41,P6
DataViewCreated,DataView_2146751935,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:11:41,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146751982,,,,,,,2023-05-04 00:11:58,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146751980,,,,,,,2023-05-04 00:11:58,P6
DataViewDestroyed,DataView_2146755896,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751823,AverageAge-Municipality,AverageAge,"[Municipality, Year]",,,,2023-05-04 00:11:59,P6
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:11:59,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146751822,,,,,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751807,AverageAge-MapFilter-Info,AverageAge,[Year],,,,2023-05-04 00:11:59,P6
DataViewDestroyed,DataView_2146756671,AverageIncome-MapFilter-Info,AverageIncome,[],,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751806,AverageAge-MapFilter-Info,AverageAge,[Year],,,,2023-05-04 00:11:59,P6
DataViewDestroyed,DataView_2146756670,AverageIncome-MapFilter-Info,AverageIncome,[],,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751805,AverageAge-MapFilter-Info,AverageAge,[Year],,,,2023-05-04 00:11:59,P6
DataViewDestroyed,DataView_2146756669,AverageIncome-MapFilter-Info,AverageIncome,[],,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751804,AverageAge-MapFilter-Info,AverageAge,[Year],,,,2023-05-04 00:11:59,P6
ActiveMapFiltersChanged,AgeMapFilters,,,,,,,2023-05-04 00:11:59,P6
DataViewDestroyed,DataView_2146751805,AverageAge-MapFilter-Info,AverageAge,[],,,,2023-05-04 00:11:59,P6
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:11:59,P6
ButtonClicked,AgeButton,,,,,,,2023-05-04 00:11:59,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146751820,,,,2017,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751774,Age-Main,Age,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751773,Age-Education-Side,Education,"[Education, Year]",,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751772,Age-Income-Side,Income,"[Income, Year]",,,,2023-05-04 00:11:59,P6
DataViewCreated,DataView_2146751771,AverageAge-Nation,AverageAge,[Year],,,,2023-05-04 00:11:59,P6
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:11:59,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146751583,,,,,,,2023-05-04 00:12:02,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2017,,,2023-05-04 00:12:02,P6
DataViewCreated,DataView_2146751539,Age-Main,Age,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:12:02,P6
DataViewCreated,DataView_2146751538,Age-Education-Side,Education,"[Education, Year]",,,,2023-05-04 00:12:02,P6
DataViewCreated,DataView_2146751537,Age-Income-Side,Income,"[Income, Year]",,,,2023-05-04 00:12:02,P6
DataViewCreated,DataView_2146751536,AverageAge-Nation,AverageAge,[Year],,,,2023-05-04 00:12:02,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2016,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2017,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2015,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2016,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2014,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2015,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2014,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2013,Norrk?ping,,2023-05-04 00:12:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2012,Norrk?ping,,2023-05-04 00:12:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2011,Norrk?ping,,2023-05-04 00:12:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2012,Norrk?ping,,2023-05-04 00:12:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2011,Norrk?ping,,2023-05-04 00:12:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2010,Norrk?ping,,2023-05-04 00:12:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2011,Norrk?ping,,2023-05-04 00:12:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146751581,,,,2010,Norrk?ping,,2023-05-04 00:12:13,P6
