event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
DataViewCreated,DataView_2146755295,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:00,P6
DataViewCreated,DataView_2146755294,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:00,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2017,?tvidaberg,,2023-05-04 00:03:02,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2017,?tvidaberg,female,2023-05-04 00:03:05,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755185,,,,,,,2023-05-04 00:03:14,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755183,,,,2017,,,2023-05-04 00:03:14,P6
DataViewCreated,DataView_2146755141,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:14,P6
DataViewCreated,DataView_2146755140,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:14,P6
DataViewCreated,DataView_2146755139,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:14,P6
DataViewCreated,DataView_2146755138,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:14,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755183,,,,2017,Norrk?ping,,2023-05-04 00:03:18,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755183,,,,2017,Norrk?ping,female,2023-05-04 00:03:20,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146755029,,,,,,,2023-05-04 00:03:29,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146755027,,,,2017,,,2023-05-04 00:03:29,P6
DataViewCreated,DataView_2146754985,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:29,P6
DataViewCreated,DataView_2146754984,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:29,P6
DataViewCreated,DataView_2146754983,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:29,P6
DataViewCreated,DataView_2146754982,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:29,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755027,,,,2017,S?derk?ping,,2023-05-04 00:03:33,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755027,,,,2017,S?derk?ping,female,2023-05-04 00:03:35,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754873,,,,,,,2023-05-04 00:03:58,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754871,,,,2017,,,2023-05-04 00:03:58,P6
DataViewCreated,DataView_2146754829,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:58,P6
DataViewCreated,DataView_2146754828,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:58,P6
DataViewCreated,DataView_2146754827,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:58,P6
DataViewCreated,DataView_2146754826,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:58,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754871,,,,2017,Valdemarsvik,,2023-05-04 00:04:02,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754871,,,,2017,Valdemarsvik,female,2023-05-04 00:04:04,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754717,,,,,,,2023-05-04 00:04:16,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754715,,,,2017,,,2023-05-04 00:04:16,P6
DataViewCreated,DataView_2146754673,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:16,P6
DataViewCreated,DataView_2146754672,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:16,P6
DataViewCreated,DataView_2146754671,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:16,P6
DataViewCreated,DataView_2146754670,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:16,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754715,,,,2017,Katrineholm,,2023-05-04 00:04:18,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754715,,,,2017,Katrineholm,female,2023-05-04 00:04:22,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754873,,,,,,,2023-05-04 00:04:58,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754871,,,,,,,2023-05-04 00:04:58,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754717,,,,,,,2023-05-04 00:04:59,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754715,,,,,,,2023-05-04 00:04:59,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755029,,,,,,,2023-05-04 00:05:00,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755027,,,,,,,2023-05-04 00:05:00,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2006,?tvidaberg,female,2023-05-04 00:05:01,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2007,?tvidaberg,female,2023-05-04 00:05:01,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2006,?tvidaberg,female,2023-05-04 00:05:01,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2005,?tvidaberg,female,2023-05-04 00:05:01,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2004,?tvidaberg,female,2023-05-04 00:05:01,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146755339,,,,2003,?tvidaberg,female,2023-05-04 00:05:01,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755341,,,,,,,2023-05-04 00:05:03,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755339,,,,,,,2023-05-04 00:05:03,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755185,,,,,,,2023-05-04 00:05:07,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755183,,,,,,,2023-05-04 00:05:07,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754541,,,,,,,2023-05-04 00:05:10,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754539,,,,2017,,,2023-05-04 00:05:10,P6
DataViewCreated,DataView_2146754497,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:10,P6
DataViewCreated,DataView_2146754496,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:10,P6
DataViewCreated,DataView_2146754495,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:10,P6
DataViewCreated,DataView_2146754494,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:10,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754539,,,,2017,?tvidaberg,,2023-05-04 00:05:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754539,,,,2017,?tvidaberg,female,2023-05-04 00:05:13,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754539,,,,2011,?tvidaberg,female,2023-05-04 00:05:15,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754539,,,,2014,?tvidaberg,female,2023-05-04 00:05:15,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754539,,,,2017,?tvidaberg,female,2023-05-04 00:05:15,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754385,,,,,,,2023-05-04 00:05:21,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754383,,,,2017,,,2023-05-04 00:05:21,P6
DataViewCreated,DataView_2146754341,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:21,P6
DataViewCreated,DataView_2146754340,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:21,P6
DataViewCreated,DataView_2146754339,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:21,P6
DataViewCreated,DataView_2146754338,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:21,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754383,,,,2017,Boxholm,,2023-05-04 00:05:24,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754383,,,,2017,Boxholm,female,2023-05-04 00:05:26,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754229,,,,,,,2023-05-04 00:05:32,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754227,,,,2017,,,2023-05-04 00:05:32,P6
DataViewCreated,DataView_2146754185,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:32,P6
DataViewCreated,DataView_2146754184,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:32,P6
DataViewCreated,DataView_2146754183,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:32,P6
DataViewCreated,DataView_2146754182,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:32,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754227,,,,2017,Finsp?ng,,2023-05-04 00:05:35,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754227,,,,2017,Finsp?ng,female,2023-05-04 00:05:38,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146754073,,,,,,,2023-05-04 00:05:42,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146754071,,,,2017,,,2023-05-04 00:05:42,P6
DataViewCreated,DataView_2146754029,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:42,P6
DataViewCreated,DataView_2146754028,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:42,P6
DataViewCreated,DataView_2146754027,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:42,P6
DataViewCreated,DataView_2146754026,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:42,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754071,,,,2017,Kinda,,2023-05-04 00:05:44,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146754071,,,,2017,Kinda,female,2023-05-04 00:05:46,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146753917,,,,,,,2023-05-04 00:05:53,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146753915,,,,2017,,,2023-05-04 00:05:53,P6
DataViewCreated,DataView_2146753873,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:53,P6
DataViewCreated,DataView_2146753872,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:53,P6
DataViewCreated,DataView_2146753871,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:53,P6
DataViewCreated,DataView_2146753870,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:53,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753915,,,,2017,Link?ping,,2023-05-04 00:05:54,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753915,,,,2017,Link?ping,female,2023-05-04 00:05:56,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146753761,,,,,,,2023-05-04 00:06:02,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146753759,,,,2017,,,2023-05-04 00:06:02,P6
DataViewCreated,DataView_2146753717,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:02,P6
DataViewCreated,DataView_2146753716,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:02,P6
DataViewCreated,DataView_2146753715,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:02,P6
DataViewCreated,DataView_2146753714,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:02,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753759,,,,2017,Mj?lby,,2023-05-04 00:06:04,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753759,,,,2017,Mj?lby,female,2023-05-04 00:06:05,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146753605,,,,,,,2023-05-04 00:06:10,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146753603,,,,2017,,,2023-05-04 00:06:10,P6
DataViewCreated,DataView_2146753561,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:10,P6
DataViewCreated,DataView_2146753560,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:10,P6
DataViewCreated,DataView_2146753559,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:10,P6
DataViewCreated,DataView_2146753558,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:10,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753603,,,,2017,Motala,,2023-05-04 00:06:12,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753603,,,,2017,Motala,female,2023-05-04 00:06:13,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146753449,,,,,,,2023-05-04 00:06:20,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146753447,,,,2017,,,2023-05-04 00:06:20,P6
DataViewCreated,DataView_2146753405,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:20,P6
DataViewCreated,DataView_2146753404,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:20,P6
DataViewCreated,DataView_2146753403,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:20,P6
DataViewCreated,DataView_2146753402,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:20,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753447,,,,2017,Norrk?ping,,2023-05-04 00:06:22,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753447,,,,2017,Norrk?ping,female,2023-05-04 00:06:23,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146753293,,,,,,,2023-05-04 00:06:27,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146753291,,,,2017,,,2023-05-04 00:06:27,P6
DataViewCreated,DataView_2146753249,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:27,P6
DataViewCreated,DataView_2146753248,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:27,P6
DataViewCreated,DataView_2146753247,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:27,P6
DataViewCreated,DataView_2146753246,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:27,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753291,,,,2017,?desh?g,,2023-05-04 00:06:30,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146753291,,,,2017,?desh?g,female,2023-05-04 00:06:31,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146753761,,,,,,,2023-05-04 00:07:32,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146753759,,,,,,,2023-05-04 00:07:32,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146753605,,,,,,,2023-05-04 00:07:37,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146753603,,,,,,,2023-05-04 00:07:37,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146753449,,,,,,,2023-05-04 00:07:40,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146753447,,,,,,,2023-05-04 00:07:40,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754073,,,,,,,2023-05-04 00:07:43,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754071,,,,,,,2023-05-04 00:07:43,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146753293,,,,,,,2023-05-04 00:07:46,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146753291,,,,,,,2023-05-04 00:07:46,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754229,,,,,,,2023-05-04 00:07:56,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754227,,,,,,,2023-05-04 00:07:56,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754385,,,,,,,2023-05-04 00:07:58,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754383,,,,,,,2023-05-04 00:07:58,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146753109,,,,,,,2023-05-04 00:08:00,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146753107,,,,2017,,,2023-05-04 00:08:00,P6
DataViewCreated,DataView_2146753065,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:00,P6
DataViewCreated,DataView_2146753064,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:00,P6
DataViewCreated,DataView_2146753063,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:00,P6
DataViewCreated,DataView_2146753062,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:00,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146754541,,,,,,,2023-05-04 00:08:03,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146754539,,,,,,,2023-05-04 00:08:03,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146752950,,,,,,,2023-05-04 00:08:08,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146752948,,,,2017,,,2023-05-04 00:08:08,P6
DataViewCreated,DataView_2146752906,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:08,P6
DataViewCreated,DataView_2146752905,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:08,P6
DataViewCreated,DataView_2146752904,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:08,P6
DataViewCreated,DataView_2146752903,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:08,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752948,,,,2017,S?derk?ping,,2023-05-04 00:08:10,P6
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146752948,,,,2017,S?derk?ping,female,2023-05-04 00:08:11,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146752950,,,,,,,2023-05-04 00:08:15,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146752948,,,,,,,2023-05-04 00:08:15,P6
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146755892,,,,,,,2023-05-04 00:08:38,P6
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146755890,,,,,,,2023-05-04 00:08:38,P6
ActorSpawned,BP_RegionMarker3DWidgets_C_2146752786,,,,,,,2023-05-04 00:08:44,P6
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146752784,,,,2017,,,2023-05-04 00:08:44,P6
DataViewCreated,DataView_2146752742,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:44,P6
DataViewCreated,DataView_2146752741,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:44,P6
DataViewCreated,DataView_2146752740,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:44,P6
