event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
DataViewCreated,DataView_2146068983,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:09:24,P4
DataViewCreated,DataView_2146068982,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:09:24,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069027,,,,2017,S?derk?ping,,2023-05-04 00:09:26,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069027,,,,2017,S?derk?ping,female,2023-05-04 00:09:28,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069029,,,,,,,2023-05-04 00:09:31,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069027,,,,,,,2023-05-04 00:09:31,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146068869,,,,,,,2023-05-04 00:09:42,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146068867,,,,2017,,,2023-05-04 00:09:42,P4
DataViewCreated,DataView_2146068825,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:09:42,P4
DataViewCreated,DataView_2146068824,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:09:42,P4
DataViewCreated,DataView_2146068823,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:09:42,P4
DataViewCreated,DataView_2146068822,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:09:42,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146068867,,,,2017,Vadstena,,2023-05-04 00:09:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146068867,,,,2017,Vadstena,female,2023-05-04 00:09:45,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146068869,,,,,,,2023-05-04 00:09:48,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146068867,,,,,,,2023-05-04 00:09:48,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146068709,,,,,,,2023-05-04 00:10:01,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146068707,,,,2017,,,2023-05-04 00:10:01,P4
DataViewCreated,DataView_2146068665,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:01,P4
DataViewCreated,DataView_2146068664,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:01,P4
DataViewCreated,DataView_2146068663,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:01,P4
DataViewCreated,DataView_2146068662,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:01,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146068707,,,,2017,Valdemarsvik,,2023-05-04 00:10:02,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146068707,,,,2017,Valdemarsvik,female,2023-05-04 00:10:03,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146068709,,,,,,,2023-05-04 00:10:06,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146068707,,,,,,,2023-05-04 00:10:06,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146068549,,,,,,,2023-05-04 00:10:08,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146068547,,,,2017,,,2023-05-04 00:10:08,P4
DataViewCreated,DataView_2146068505,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:08,P4
DataViewCreated,DataView_2146068504,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:08,P4
DataViewCreated,DataView_2146068503,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:08,P4
DataViewCreated,DataView_2146068502,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:08,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146068547,,,,2017,Ydre,,2023-05-04 00:10:10,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146068547,,,,2017,Ydre,female,2023-05-04 00:10:11,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146068549,,,,,,,2023-05-04 00:10:14,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146068547,,,,,,,2023-05-04 00:10:14,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:10:24,P4
DataViewDestroyed,DataView_2146070515,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:10:26,P4
DataViewCreated,DataView_2146068388,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:10:26,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070511,,,,,,,2023-05-04 00:10:26,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146068384,,,,,,,2023-05-04 00:10:26,P4
FilterSetUpdated,SharedMapFilters,,,,2017,,female,2023-05-04 00:10:26,P4
ButtonClicked,FemaleTouchButton,,,,,,,2023-05-04 00:10:26,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146068382,,,,2017,,female,2023-05-04 00:10:26,P4
DataViewCreated,DataView_2146068340,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:26,P4
DataViewCreated,DataView_2146068339,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:26,P4
DataViewCreated,DataView_2146068338,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:26,P4
DataViewCreated,DataView_2146068337,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:26,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:10:29,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:10:30,P4
DataViewDestroyed,DataView_2146068388,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:10:31,P4
DataViewCreated,DataView_2146068167,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:10:31,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146068384,,,,,,,2023-05-04 00:10:31,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146068163,,,,,,,2023-05-04 00:10:31,P4
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:10:31,P4
ButtonClicked,AllTouchButton,,,,,,,2023-05-04 00:10:31,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146068161,,,,2017,,,2023-05-04 00:10:31,P4
DataViewCreated,DataView_2146068119,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:31,P4
DataViewCreated,DataView_2146068118,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:31,P4
DataViewCreated,DataView_2146068117,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:31,P4
DataViewCreated,DataView_2146068116,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:31,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:10:33,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070948,,,,,,,2023-05-04 00:10:34,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146070946,,,,,,,2023-05-04 00:10:34,P4
Task 4,,,,,,,,2023-05-04 00:10:43,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146067943,,,,,,,2023-05-04 00:10:47,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2017,,,2023-05-04 00:10:47,P4
DataViewCreated,DataView_2146067899,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:10:47,P4
DataViewCreated,DataView_2146067898,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:10:47,P4
DataViewCreated,DataView_2146067897,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:10:47,P4
DataViewCreated,DataView_2146067896,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:10:47,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2017,Norrk?ping,,2023-05-04 00:10:52,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2017,Norrk?ping,male,2023-05-04 00:10:58,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2017,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2014,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2014,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:10:59,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2006,Norrk?ping,male,2023-05-04 00:11:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:02,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2006,Norrk?ping,male,2023-05-04 00:11:02,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:02,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,female,2023-05-04 00:11:05,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:07,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,female,2023-05-04 00:11:10,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:11,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,female,2023-05-04 00:11:22,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:31,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,female,2023-05-04 00:11:33,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:37,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2006,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:44,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2014,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2014,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2017,Norrk?ping,male,2023-05-04 00:11:45,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2017,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2016,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2015,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2014,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2014,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2013,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2012,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2011,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2010,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2009,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:47,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2008,Norrk?ping,male,2023-05-04 00:11:47,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:47,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2006,Norrk?ping,male,2023-05-04 00:11:48,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2007,Norrk?ping,male,2023-05-04 00:11:48,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2006,Norrk?ping,male,2023-05-04 00:11:48,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:50,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2006,Norrk?ping,male,2023-05-04 00:11:50,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:11:50,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146067787,,,,,,,2023-05-04 00:11:53,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146067785,,,,2017,,,2023-05-04 00:11:53,P4
DataViewCreated,DataView_2146067743,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:11:53,P4
DataViewCreated,DataView_2146067742,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:11:53,P4
DataViewCreated,DataView_2146067741,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:11:53,P4
DataViewCreated,DataView_2146067740,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:11:53,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146067787,,,,,,,2023-05-04 00:11:55,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146067785,,,,,,,2023-05-04 00:11:55,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146067628,,,,,,,2023-05-04 00:11:56,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,,,2023-05-04 00:11:56,P4
DataViewCreated,DataView_2146067584,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:11:56,P4
DataViewCreated,DataView_2146067583,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:11:56,P4
DataViewCreated,DataView_2146067582,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:11:56,P4
DataViewCreated,DataView_2146067581,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:11:56,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,Norrk?ping,,2023-05-04 00:12:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,Norrk?ping,male,2023-05-04 00:12:01,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,Norrk?ping,male,2023-05-04 00:12:06,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,Norrk?ping,female,2023-05-04 00:12:18,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,female,2023-05-04 00:12:20,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2005,Norrk?ping,male,2023-05-04 00:12:34,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,Norrk?ping,male,2023-05-04 00:12:35,P4
Task 5,,,,,,,,2023-05-04 00:13:13,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067626,,,,2017,Norrk?ping,female,2023-05-04 00:13:27,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1991,Norrk?ping,male,2023-05-04 00:13:37,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1990,Norrk?ping,male,2023-05-04 00:13:37,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1992,Norrk?ping,male,2023-05-04 00:13:37,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1990,Norrk?ping,male,2023-05-04 00:13:37,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1991,Norrk?ping,male,2023-05-04 00:13:38,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1990,Norrk?ping,male,2023-05-04 00:13:38,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1992,Norrk?ping,male,2023-05-04 00:13:38,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1991,Norrk?ping,male,2023-05-04 00:13:38,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1994,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1993,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1995,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1994,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1996,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1995,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1997,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1996,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1999,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1997,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2000,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,1999,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2001,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2000,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2002,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2001,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2002,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2003,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2004,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2003,Norrk?ping,male,2023-05-04 00:13:39,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146067941,,,,2004,Norrk?ping,male,2023-05-04 00:13:39,P4
