event,object,data_view,data_table,dimensions,year,municipality,gender,start,participant
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,male,2023-05-04 00:01:51,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,female,2023-05-04 00:02:05,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,male,2023-05-04 00:02:14,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,female,2023-05-04 00:02:19,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,male,2023-05-04 00:02:24,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,,2023-05-04 00:02:31,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,,2023-05-04 00:02:33,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146073166,,,,2017,Norrk?ping,male,2023-05-04 00:02:34,P4
Task 3,,,,,,,,2023-05-04 00:02:53,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146073168,,,,,,,2023-05-04 00:03:10,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146073166,,,,,,,2023-05-04 00:03:10,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:03:42,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:03:45,P4
DataViewDestroyed,DataView_2146073401,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:03:47,P4
DataViewCreated,DataView_2146073006,AverageIncome-County,AverageIncome,"[County, Year]",,,,2023-05-04 00:03:47,P4
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:03:47,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146073397,,,,,,,2023-05-04 00:03:47,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146073002,,,,,,,2023-05-04 00:03:47,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146073000,,,,2017,,,2023-05-04 00:03:47,P4
DataViewCreated,DataView_2146072937,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:47,P4
DataViewCreated,DataView_2146072936,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:47,P4
DataViewCreated,DataView_2146072935,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:47,P4
DataViewCreated,DataView_2146072934,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:47,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072766,,,,,,,2023-05-04 00:03:55,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072764,,,,2017,,,2023-05-04 00:03:55,P4
DataViewCreated,DataView_2146072722,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:55,P4
DataViewCreated,DataView_2146072721,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:55,P4
DataViewCreated,DataView_2146072720,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:55,P4
DataViewCreated,DataView_2146072719,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:55,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072611,,,,,,,2023-05-04 00:03:58,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072609,,,,2017,,,2023-05-04 00:03:58,P4
DataViewCreated,DataView_2146072567,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:03:58,P4
DataViewCreated,DataView_2146072566,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:03:58,P4
DataViewCreated,DataView_2146072565,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:03:58,P4
DataViewCreated,DataView_2146072564,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:03:58,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072611,,,,,,,2023-05-04 00:04:00,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146072609,,,,,,,2023-05-04 00:04:00,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072452,,,,,,,2023-05-04 00:04:01,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072450,,,,2017,,,2023-05-04 00:04:01,P4
DataViewCreated,DataView_2146072408,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:01,P4
DataViewCreated,DataView_2146072407,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:01,P4
DataViewCreated,DataView_2146072406,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:01,P4
DataViewCreated,DataView_2146072405,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:01,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072452,,,,,,,2023-05-04 00:04:05,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146072450,,,,,,,2023-05-04 00:04:05,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146072764,,,,2017,,,2023-05-04 00:04:09,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072766,,,,,,,2023-05-04 00:04:13,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146072764,,,,,,,2023-05-04 00:04:13,P4
DataViewDestroyed,DataView_2146073006,AverageIncome-County,AverageIncome,[],,,,2023-05-04 00:04:29,P4
DataViewCreated,DataView_2146072288,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:04:29,P4
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:04:29,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146073002,,,,,,,2023-05-04 00:04:29,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146072284,,,,,,,2023-05-04 00:04:29,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146072282,,,,2017,,,2023-05-04 00:04:29,P4
DataViewCreated,DataView_2146071904,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:29,P4
DataViewCreated,DataView_2146071903,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:29,P4
DataViewCreated,DataView_2146071902,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:29,P4
DataViewCreated,DataView_2146071901,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:29,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071743,,,,,,,2023-05-04 00:04:58,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071741,,,,2017,,,2023-05-04 00:04:58,P4
DataViewCreated,DataView_2146071699,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:04:58,P4
DataViewCreated,DataView_2146071698,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:04:58,P4
DataViewCreated,DataView_2146071697,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:04:58,P4
DataViewCreated,DataView_2146071696,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:04:58,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071741,,,,2017,?tvidaberg,,2023-05-04 00:05:06,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071741,,,,2017,?tvidaberg,female,2023-05-04 00:05:10,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071587,,,,,,,2023-05-04 00:05:28,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071585,,,,2017,,,2023-05-04 00:05:28,P4
DataViewCreated,DataView_2146071543,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:28,P4
DataViewCreated,DataView_2146071542,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:28,P4
DataViewCreated,DataView_2146071541,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:28,P4
DataViewCreated,DataView_2146071540,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:28,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071432,,,,,,,2023-05-04 00:05:30,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071430,,,,2017,,,2023-05-04 00:05:30,P4
DataViewCreated,DataView_2146071388,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:30,P4
DataViewCreated,DataView_2146071387,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:30,P4
DataViewCreated,DataView_2146071386,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:30,P4
DataViewCreated,DataView_2146071385,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:30,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071432,,,,,,,2023-05-04 00:05:32,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071430,,,,,,,2023-05-04 00:05:32,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071585,,,,2017,Boxholm,,2023-05-04 00:05:33,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071585,,,,2017,Boxholm,female,2023-05-04 00:05:35,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071587,,,,,,,2023-05-04 00:05:41,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071585,,,,,,,2023-05-04 00:05:41,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071268,,,,,,,2023-05-04 00:05:46,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071266,,,,2017,,,2023-05-04 00:05:46,P4
DataViewCreated,DataView_2146071224,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:46,P4
DataViewCreated,DataView_2146071223,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:46,P4
DataViewCreated,DataView_2146071222,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:46,P4
DataViewCreated,DataView_2146071221,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:46,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071266,,,,2017,Finsp?ng,,2023-05-04 00:05:48,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071266,,,,2017,Finsp?ng,female,2023-05-04 00:05:49,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071268,,,,,,,2023-05-04 00:05:54,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071266,,,,,,,2023-05-04 00:05:54,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146071108,,,,,,,2023-05-04 00:05:58,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146071106,,,,2017,,,2023-05-04 00:05:58,P4
DataViewCreated,DataView_2146071064,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:05:58,P4
DataViewCreated,DataView_2146071063,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:05:58,P4
DataViewCreated,DataView_2146071062,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:05:58,P4
DataViewCreated,DataView_2146071061,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:05:58,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071106,,,,2017,Kinda,,2023-05-04 00:06:00,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146071106,,,,2017,Kinda,female,2023-05-04 00:06:01,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071743,,,,,,,2023-05-04 00:06:06,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071741,,,,,,,2023-05-04 00:06:06,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070948,,,,,,,2023-05-04 00:06:16,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070946,,,,2017,,,2023-05-04 00:06:16,P4
DataViewCreated,DataView_2146070904,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:06:16,P4
DataViewCreated,DataView_2146070903,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:06:16,P4
DataViewCreated,DataView_2146070902,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:06:16,P4
DataViewCreated,DataView_2146070901,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:06:16,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070946,,,,2017,Link?ping,,2023-05-04 00:06:21,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146071108,,,,,,,2023-05-04 00:06:25,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146071106,,,,,,,2023-05-04 00:06:25,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:06:58,P4
DataViewDestroyed,DataView_2146072288,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:07:01,P4
DataViewCreated,DataView_2146070787,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:07:01,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146072284,,,,,,,2023-05-04 00:07:01,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070783,,,,,,,2023-05-04 00:07:01,P4
FilterSetUpdated,SharedMapFilters,,,,2017,,female,2023-05-04 00:07:01,P4
ButtonClicked,FemaleTouchButton,,,,,,,2023-05-04 00:07:01,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070781,,,,2017,,female,2023-05-04 00:07:01,P4
DataViewCreated,DataView_2146070739,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:01,P4
DataViewCreated,DataView_2146070738,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:01,P4
DataViewCreated,DataView_2146070737,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:01,P4
DataViewCreated,DataView_2146070736,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:01,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:07:21,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:07:52,P4
DataViewDestroyed,DataView_2146070787,AverageIncome-Municipality,AverageIncome,[],,,,2023-05-04 00:07:55,P4
DataViewCreated,DataView_2146070515,AverageIncome-Municipality,AverageIncome,"[Municipality, Year]",,,,2023-05-04 00:07:55,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070783,,,,,,,2023-05-04 00:07:55,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070511,,,,,,,2023-05-04 00:07:55,P4
FilterSetUpdated,SharedMapFilters,,,,2017,,,2023-05-04 00:07:55,P4
ButtonClicked,AllTouchButton,,,,,,,2023-05-04 00:07:55,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070509,,,,2017,,,2023-05-04 00:07:55,P4
DataViewCreated,DataView_2146070467,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:07:55,P4
DataViewCreated,DataView_2146070466,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:07:55,P4
DataViewCreated,DataView_2146070465,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:07:55,P4
DataViewCreated,DataView_2146070464,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:07:55,P4
ButtonClicked,IncomeButton,,,,,,,2023-05-04 00:07:57,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070946,,,,2017,Link?ping,female,2023-05-04 00:08:09,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070305,,,,,,,2023-05-04 00:08:16,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070303,,,,2017,,,2023-05-04 00:08:16,P4
DataViewCreated,DataView_2146070261,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:16,P4
DataViewCreated,DataView_2146070260,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:16,P4
DataViewCreated,DataView_2146070259,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:16,P4
DataViewCreated,DataView_2146070258,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:16,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070305,,,,,,,2023-05-04 00:08:18,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146070303,,,,,,,2023-05-04 00:08:18,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146070146,,,,,,,2023-05-04 00:08:19,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146070144,,,,2017,,,2023-05-04 00:08:19,P4
DataViewCreated,DataView_2146070102,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:19,P4
DataViewCreated,DataView_2146070101,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:19,P4
DataViewCreated,DataView_2146070100,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:19,P4
DataViewCreated,DataView_2146070099,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:19,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070144,,,,2017,Mj?lby,,2023-05-04 00:08:21,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146070144,,,,2017,Mj?lby,female,2023-05-04 00:08:23,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146070146,,,,,,,2023-05-04 00:08:27,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146070144,,,,,,,2023-05-04 00:08:27,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069986,,,,,,,2023-05-04 00:08:29,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069984,,,,2017,,,2023-05-04 00:08:29,P4
DataViewCreated,DataView_2146069942,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:29,P4
DataViewCreated,DataView_2146069941,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:29,P4
DataViewCreated,DataView_2146069940,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:29,P4
DataViewCreated,DataView_2146069939,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:29,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069984,,,,2017,Motala,,2023-05-04 00:08:31,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069984,,,,2017,Motala,female,2023-05-04 00:08:32,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069986,,,,,,,2023-05-04 00:08:34,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069984,,,,,,,2023-05-04 00:08:34,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069826,,,,,,,2023-05-04 00:08:38,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069824,,,,2017,,,2023-05-04 00:08:38,P4
DataViewCreated,DataView_2146069782,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:38,P4
DataViewCreated,DataView_2146069781,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:38,P4
DataViewCreated,DataView_2146069780,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:38,P4
DataViewCreated,DataView_2146069779,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:38,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069671,,,,,,,2023-05-04 00:08:39,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069669,,,,2017,,,2023-05-04 00:08:39,P4
DataViewCreated,DataView_2146069627,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:08:39,P4
DataViewCreated,DataView_2146069626,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:08:39,P4
DataViewCreated,DataView_2146069625,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:08:39,P4
DataViewCreated,DataView_2146069624,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:08:39,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069671,,,,,,,2023-05-04 00:08:41,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069669,,,,,,,2023-05-04 00:08:41,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069824,,,,2017,Norrk?ping,,2023-05-04 00:08:42,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069824,,,,2017,Norrk?ping,female,2023-05-04 00:08:43,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069826,,,,,,,2023-05-04 00:08:48,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069824,,,,,,,2023-05-04 00:08:48,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069507,,,,,,,2023-05-04 00:09:00,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069505,,,,2017,,,2023-05-04 00:09:00,P4
DataViewCreated,DataView_2146069463,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:09:00,P4
DataViewCreated,DataView_2146069462,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:09:00,P4
DataViewCreated,DataView_2146069461,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:09:00,P4
DataViewCreated,DataView_2146069460,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:09:00,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069352,,,,,,,2023-05-04 00:09:03,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069350,,,,2017,,,2023-05-04 00:09:03,P4
DataViewCreated,DataView_2146069308,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:09:03,P4
DataViewCreated,DataView_2146069307,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:09:03,P4
DataViewCreated,DataView_2146069306,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:09:03,P4
DataViewCreated,DataView_2146069305,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:09:03,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069352,,,,,,,2023-05-04 00:09:04,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069350,,,,,,,2023-05-04 00:09:04,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069505,,,,2017,?desh?g,,2023-05-04 00:09:05,P4
FilterSetUpdated,FilterSet_WBP_BubbleGroup_C_2146069505,,,,2017,?desh?g,female,2023-05-04 00:09:06,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069507,,,,,,,2023-05-04 00:09:12,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069505,,,,,,,2023-05-04 00:09:12,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069188,,,,,,,2023-05-04 00:09:17,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069186,,,,2017,,,2023-05-04 00:09:17,P4
DataViewCreated,DataView_2146069144,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:09:17,P4
DataViewCreated,DataView_2146069143,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:09:17,P4
DataViewCreated,DataView_2146069142,Income-Education-Side,EducationIncome,"[Education, Year]",,,,2023-05-04 00:09:17,P4
DataViewCreated,DataView_2146069141,AverageIncome-Nation,AverageIncome,[Year],,,,2023-05-04 00:09:17,P4
ActorDestroyed,BP_RegionMarker3DWidgets_C_2146069188,,,,,,,2023-05-04 00:09:19,P4
FilterSetDestroyed,FilterSet_WBP_BubbleGroup_C_2146069186,,,,,,,2023-05-04 00:09:19,P4
ActorSpawned,BP_RegionMarker3DWidgets_C_2146069029,,,,,,,2023-05-04 00:09:24,P4
FilterSetCreated,FilterSet_WBP_BubbleGroup_C_2146069027,,,,2017,,,2023-05-04 00:09:24,P4
DataViewCreated,DataView_2146068985,Income-Main,Income,"[Income, Year]",,,,2023-05-04 00:09:24,P4
DataViewCreated,DataView_2146068984,Education-Age-Side,Income,"[AgeGroup, Gender, Year]",,,,2023-05-04 00:09:24,P4
